,model,tmscore
0,af3_jian_0,0.803
1,af3_jian_1,0.82
2,af3_jian_2,0.825
3,af3_jian_3,0.819
4,af3_jian_4,0.784
5,af3_pawan_0,0.821
6,af3_pawan_1,0.804
7,af3_pawan_2,0.822
8,af3_pawan_3,0.799
9,af3_pawan_4,0.776
10,af3_refine_0,0.796
11,af3_refine_1,0.795
12,af3_refine_2,0.775
13,af3_refine_3,0.799
14,af3_refine_4,0.781
15,afsample_v1_0,0.806
16,afsample_v1_1,0.785
17,afsample_v1_2,0.813
18,afsample_v1_3,0.791
19,afsample_v1_4,0.779
20,afsample_v1_not_0,0.813
21,afsample_v1_not_1,0.788
22,afsample_v1_not_2,0.774
23,afsample_v1_not_3,0.822
24,afsample_v1_not_4,0.789
25,afsample_v1_not_s_0,0.815
26,afsample_v1_not_s_1,0.83
27,afsample_v1_not_s_2,0.767
28,afsample_v1_not_s_3,0.811
29,afsample_v1_not_s_4,0.81
30,afsample_v1_r21_not_0,0.738
31,afsample_v1_r21_not_1,0.749
32,afsample_v1_r21_not_2,0.746
33,afsample_v1_r21_not_3,0.737
34,afsample_v1_r21_not_4,0.742
35,afsample_v1_r21_not_s_0,0.743
36,afsample_v1_r21_not_s_1,0.747
37,afsample_v1_r21_not_s_2,0.744
38,afsample_v1_r21_not_s_3,0.744
39,afsample_v1_r21_not_s_4,0.742
40,afsample_v1_s_0,0.789
41,afsample_v1_s_1,0.784
42,afsample_v1_s_2,0.777
43,afsample_v1_s_3,0.776
44,afsample_v1_s_4,0.784
45,afsample_v2_0,0.781
46,afsample_v2_1,0.8
47,afsample_v2_2,0.769
48,afsample_v2_3,0.788
49,afsample_v2_4,0.788
50,afsample_v2_not_0,0.786
51,afsample_v2_not_1,0.773
52,afsample_v2_not_2,0.782
53,afsample_v2_not_3,0.788
54,afsample_v2_not_4,0.782
55,afsample_v2_not_s_0,0.767
56,afsample_v2_not_s_1,0.788
57,afsample_v2_not_s_2,0.796
58,afsample_v2_not_s_3,0.778
59,afsample_v2_not_s_4,0.782
60,afsample_v2_r21_not_0,0.793
61,afsample_v2_r21_not_1,0.833
62,afsample_v2_r21_not_2,0.828
63,afsample_v2_r21_not_3,0.836
64,afsample_v2_r21_not_4,0.832
65,afsample_v2_r21_not_s_0,0.786
66,afsample_v2_r21_not_s_1,0.804
67,afsample_v2_r21_not_s_2,0.836
68,afsample_v2_r21_not_s_3,0.837
69,afsample_v2_r21_not_s_4,0.822
70,afsample_v2_s_0,0.78
71,afsample_v2_s_1,0.79
72,afsample_v2_s_2,0.778
73,afsample_v2_s_3,0.785
74,afsample_v2_s_4,0.785
75,colabfold_casp16_web_0,0.823
76,colabfold_casp16_web_1,0.837
77,colabfold_casp16_web_2,0.81
78,colabfold_casp16_web_3,0.829
79,colabfold_casp16_web_4,0.826
80,colabfold_casp16_web_not_0,0.82
81,colabfold_casp16_web_not_1,0.833
82,colabfold_casp16_web_not_2,0.827
83,colabfold_casp16_web_not_3,0.807
84,colabfold_casp16_web_not_4,0.827
85,deepmsa2_0_0,0.83
86,deepmsa2_0_1,0.825
87,deepmsa2_0_2,0.821
88,deepmsa2_0_3,0.83
89,deepmsa2_0_4,0.828
90,deepmsa2_1_0,0.827
91,deepmsa2_1_1,0.821
92,deepmsa2_1_2,0.823
93,deepmsa2_1_3,0.821
94,deepmsa2_1_4,0.827
95,deepmsa2_10_0,0.826
96,deepmsa2_10_1,0.815
97,deepmsa2_10_2,0.812
98,deepmsa2_10_3,0.814
99,deepmsa2_10_4,0.831
100,deepmsa2_11_0,0.822
101,deepmsa2_11_1,0.818
102,deepmsa2_11_2,0.814
103,deepmsa2_11_3,0.838
104,deepmsa2_11_4,0.841
105,deepmsa2_12_0,0.821
106,deepmsa2_12_1,0.838
107,deepmsa2_12_2,0.821
108,deepmsa2_12_3,0.833
109,deepmsa2_12_4,0.827
110,deepmsa2_13_0,0.838
111,deepmsa2_13_1,0.821
112,deepmsa2_13_2,0.824
113,deepmsa2_13_3,0.819
114,deepmsa2_13_4,0.83
115,deepmsa2_14_0,0.827
116,deepmsa2_14_1,0.827
117,deepmsa2_14_2,0.83
118,deepmsa2_14_3,0.83
119,deepmsa2_14_4,0.824
120,deepmsa2_2_0,0.796
121,deepmsa2_2_1,0.799
122,deepmsa2_2_2,0.789
123,deepmsa2_2_3,0.804
124,deepmsa2_2_4,0.81
125,deepmsa2_3_0,0.834
126,deepmsa2_3_1,0.834
127,deepmsa2_3_2,0.827
128,deepmsa2_3_3,0.819
129,deepmsa2_3_4,0.834
130,deepmsa2_4_0,0.822
131,deepmsa2_4_1,0.83
132,deepmsa2_4_2,0.812
133,deepmsa2_4_3,0.845
134,deepmsa2_4_4,0.842
135,deepmsa2_5_0,0.81
136,deepmsa2_5_1,0.827
137,deepmsa2_5_2,0.825
138,deepmsa2_5_3,0.83
139,deepmsa2_5_4,0.824
140,deepmsa2_6_0,0.824
141,deepmsa2_6_1,0.816
142,deepmsa2_6_2,0.811
143,deepmsa2_6_3,0.838
144,deepmsa2_6_4,0.834
