,model,tmscore
0,afsample_v1_0,0.311
1,afsample_v1_1,0.343
2,afsample_v1_2,0.286
3,afsample_v1_3,0.288
4,afsample_v1_4,0.339
5,afsample_v1_not_0,0.298
6,afsample_v1_not_1,0.315
7,afsample_v1_not_2,0.299
8,afsample_v1_not_3,0.302
9,afsample_v1_not_4,0.277
10,afsample_v1_r21_not_0,0.407
11,afsample_v1_r21_not_1,0.341
12,afsample_v1_r21_not_2,0.341
13,afsample_v1_r21_not_3,0.341
14,afsample_v1_r21_not_4,0.382
15,afsample_v2_0,0.269
16,afsample_v2_1,0.264
17,afsample_v2_2,0.201
18,afsample_v2_3,0.267
19,afsample_v2_4,0.115
20,afsample_v2_not_0,0.287
21,afsample_v2_not_1,0.216
22,afsample_v2_not_2,0.266
23,afsample_v2_not_3,0.085
24,afsample_v2_not_4,0.294
25,afsample_v2_r21_not_0,0.268
26,afsample_v2_r21_not_1,0.281
27,afsample_v2_r21_not_2,0.302
28,afsample_v2_r21_not_3,0.245
29,afsample_v2_r21_not_4,0.213
30,deepmsa2_0_0,0.621
31,deepmsa2_0_1,0.61
32,deepmsa2_0_2,0.604
33,deepmsa2_0_3,0.602
34,deepmsa2_0_4,0.641
35,deepmsa2_1_0,0.607
36,deepmsa2_1_1,0.66
37,deepmsa2_1_2,0.588
38,deepmsa2_1_3,0.36
39,deepmsa2_1_4,0.686
40,deepmsa2_10_0,0.257
41,deepmsa2_10_1,0.2
42,deepmsa2_10_2,0.245
43,deepmsa2_10_3,0.225
44,deepmsa2_10_4,0.314
45,deepmsa2_11_0,0.257
46,deepmsa2_11_1,0.265
47,deepmsa2_11_2,0.381
48,deepmsa2_11_3,0.211
49,deepmsa2_11_4,0.344
50,deepmsa2_12_0,0.328
51,deepmsa2_12_1,0.43
52,deepmsa2_12_2,0.221
53,deepmsa2_12_3,0.251
54,deepmsa2_12_4,0.195
55,deepmsa2_13_0,0.33
56,deepmsa2_13_1,0.234
57,deepmsa2_13_2,0.185
58,deepmsa2_13_3,0.238
59,deepmsa2_13_4,0.275
60,deepmsa2_14_0,0.57
61,deepmsa2_14_1,0.181
62,deepmsa2_14_2,0.249
63,deepmsa2_14_3,0.205
64,deepmsa2_14_4,0.196
65,deepmsa2_2_0,0.698
66,deepmsa2_2_1,0.657
67,deepmsa2_2_2,0.563
68,deepmsa2_2_3,0.58
69,deepmsa2_2_4,0.623
70,deepmsa2_3_0,0.65
71,deepmsa2_3_1,0.671
72,deepmsa2_3_2,0.675
73,deepmsa2_3_3,0.593
74,deepmsa2_3_4,0.621
75,deepmsa2_4_0,0.688
76,deepmsa2_4_1,0.688
77,deepmsa2_4_2,0.585
78,deepmsa2_4_3,0.404
79,deepmsa2_4_4,0.675
80,deepmsa2_5_0,0.576
81,deepmsa2_5_1,0.629
82,deepmsa2_5_2,0.643
83,deepmsa2_5_3,0.709
84,deepmsa2_5_4,0.578
85,deepmsa2_6_0,0.633
86,deepmsa2_6_1,0.375
87,deepmsa2_6_2,0.718
88,deepmsa2_6_3,0.609
89,deepmsa2_6_4,0.58
90,deepmsa2_7_0,0.663
91,deepmsa2_7_1,0.629
92,deepmsa2_7_2,0.68
93,deepmsa2_7_3,0.6
94,deepmsa2_7_4,0.605
95,deepmsa2_8_0,0.584
96,deepmsa2_8_1,0.541
97,deepmsa2_8_2,0.634
98,deepmsa2_8_3,0.663
99,deepmsa2_8_4,0.599
100,deepmsa2_9_0,0.591
101,deepmsa2_9_1,0.572
102,deepmsa2_9_2,0.569
103,deepmsa2_9_3,0.622
104,deepmsa2_9_4,0.597
105,def_mul_comp_0,0.383
106,def_mul_comp_1,0.386
107,def_mul_comp_2,0.334
108,def_mul_comp_3,0.262
109,def_mul_comp_4,0.347
110,def_mul_drop_nos_0,0.298
111,def_mul_drop_nos_1,0.353
112,def_mul_drop_nos_2,0.245
113,def_mul_drop_nos_3,0.325
114,def_mul_drop_nos_4,0.287
115,def_mul_drop_s_0,0.323
116,def_mul_drop_s_1,0.266
117,def_mul_drop_s_2,0.329
118,def_mul_drop_s_3,0.297
119,def_mul_drop_s_4,0.326
120,def_mul_esm_msa_0,0.334
121,def_mul_esm_msa_1,0.298
122,def_mul_esm_msa_2,0.298
123,def_mul_esm_msa_3,0.321
124,def_mul_esm_msa_4,0.315
125,def_mul_not_drop_nos_0,0.0
126,def_mul_not_drop_nos_1,0.006
127,def_mul_not_drop_nos_2,0.0
