,model,tmscore
0,af3_jian_0,0.91
1,af3_jian_1,0.893
2,af3_jian_2,0.901
3,af3_jian_3,0.888
4,af3_jian_4,0.88
5,af3_jian_5,0.893
6,af3_jian_6,0.89
7,af3_jian_7,0.875
8,af3_jian_8,0.89
9,af3_jian_9,0.875
10,af3_pawan_0,0.903
11,af3_pawan_1,0.881
12,af3_pawan_2,0.898
13,af3_pawan_3,0.883
14,af3_pawan_4,0.896
15,af3_pawan_5,0.882
16,af3_pawan_6,0.888
17,af3_pawan_7,0.893
18,af3_pawan_8,0.903
19,af3_pawan_9,0.872
20,afsample_v1_0,0.907
21,afsample_v1_1,0.897
22,afsample_v1_2,0.904
23,afsample_v1_3,0.904
24,afsample_v1_4,0.894
25,afsample_v1_not_0,0.897
26,afsample_v1_not_1,0.904
27,afsample_v1_not_2,0.907
28,afsample_v1_not_3,0.904
29,afsample_v1_not_4,0.9
30,afsample_v1_r21_not_0,0.908
31,afsample_v1_r21_not_1,0.895
32,afsample_v1_r21_not_2,0.904
33,afsample_v1_r21_not_3,0.902
34,afsample_v1_r21_not_4,0.905
35,afsample_v2_0,0.927
36,afsample_v2_1,0.933
37,afsample_v2_2,0.9
38,afsample_v2_3,0.927
39,afsample_v2_4,0.921
40,afsample_v2_not_0,0.927
41,afsample_v2_not_1,0.887
42,afsample_v2_not_2,0.907
43,afsample_v2_not_3,0.907
44,afsample_v2_not_4,0.898
45,afsample_v2_r21_not_0,0.917
46,afsample_v2_r21_not_1,0.93
47,afsample_v2_r21_not_2,0.921
48,afsample_v2_r21_not_3,0.924
49,afsample_v2_r21_not_4,0.918
50,colabfold_casp16_web_0,0.919
51,colabfold_casp16_web_1,0.916
52,colabfold_casp16_web_2,0.91
53,colabfold_casp16_web_3,0.913
54,colabfold_casp16_web_4,0.919
55,colabfold_casp16_web_not_0,0.916
56,colabfold_casp16_web_not_1,0.919
57,colabfold_casp16_web_not_2,0.916
58,colabfold_casp16_web_not_3,0.919
59,colabfold_casp16_web_not_4,0.919
60,deepmsa2_0_0,0.919
61,deepmsa2_0_1,0.916
62,deepmsa2_0_2,0.893
63,deepmsa2_0_3,0.926
64,deepmsa2_0_4,0.913
65,deepmsa2_1_0,0.896
66,deepmsa2_1_1,0.903
67,deepmsa2_1_2,0.899
68,deepmsa2_1_3,0.923
69,deepmsa2_1_4,0.912
70,deepmsa2_2_0,0.791
71,deepmsa2_2_1,0.791
72,deepmsa2_2_2,0.791
73,deepmsa2_2_3,0.791
74,deepmsa2_2_4,0.788
75,deepmsa2_3_0,0.766
76,deepmsa2_3_1,0.796
77,deepmsa2_3_2,0.791
78,deepmsa2_3_3,0.791
79,deepmsa2_3_4,0.791
80,def_mul_comp_0,0.903
81,def_mul_comp_1,0.899
82,def_mul_comp_2,0.91
83,def_mul_comp_3,0.896
84,def_mul_comp_4,0.906
85,def_mul_drop_nos_0,0.906
86,def_mul_drop_nos_1,0.913
87,def_mul_drop_nos_2,0.91
88,def_mul_drop_nos_3,0.899
89,def_mul_drop_nos_4,0.906
90,def_mul_drop_s_0,0.906
91,def_mul_drop_s_1,0.896
92,def_mul_drop_s_2,0.906
93,def_mul_drop_s_3,0.9
94,def_mul_drop_s_4,0.917
95,def_mul_esm_msa_0,0.924
96,def_mul_esm_msa_1,0.906
97,def_mul_esm_msa_2,0.906
98,def_mul_esm_msa_3,0.919
99,def_mul_esm_msa_4,0.906
100,def_mul_not_drop_nos_0,0.894
101,def_mul_not_drop_nos_1,0.9
102,def_mul_not_drop_nos_2,0.906
103,def_mul_not_drop_nos_3,0.927
104,def_mul_not_drop_nos_4,0.89
105,def_mul_not_drop_s_0,0.906
106,def_mul_not_drop_s_1,0.9
107,def_mul_not_drop_s_2,0.893
108,def_mul_not_drop_s_3,0.904
109,def_mul_not_drop_s_4,0.901
110,def_mul_notemp_0,0.899
111,def_mul_notemp_1,0.894
112,def_mul_notemp_2,0.906
