,model,tmscore
0,af3_jian_0,0.837
1,af3_jian_1,0.863
2,af3_jian_2,0.847
3,af3_jian_3,0.822
4,af3_jian_4,0.827
5,af3_jian_5,0.835
6,af3_jian_6,0.826
7,af3_jian_7,0.834
8,af3_jian_8,0.835
9,af3_jian_9,0.857
10,af3_pawan_0,0.828
11,af3_pawan_1,0.83
12,af3_pawan_2,0.835
13,af3_pawan_3,0.852
14,af3_pawan_4,0.844
15,af3_pawan_5,0.853
16,af3_pawan_6,0.856
17,af3_pawan_7,0.845
18,af3_pawan_8,0.848
19,af3_pawan_9,0.83
20,afsample_v1_0,0.847
21,afsample_v1_1,0.838
22,afsample_v1_2,0.839
23,afsample_v1_3,0.842
24,afsample_v1_4,0.849
25,afsample_v1_not_0,0.839
26,afsample_v1_not_1,0.841
27,afsample_v1_not_2,0.83
28,afsample_v1_not_3,0.841
29,afsample_v1_not_4,0.851
30,afsample_v1_r21_not_0,0.84
31,afsample_v1_r21_not_1,0.84
32,afsample_v1_r21_not_2,0.824
33,afsample_v1_r21_not_3,0.821
34,afsample_v1_r21_not_4,0.828
35,afsample_v2_0,0.835
36,afsample_v2_1,0.836
37,afsample_v2_2,0.846
38,afsample_v2_3,0.833
39,afsample_v2_4,0.842
40,afsample_v2_not_0,0.835
41,afsample_v2_not_1,0.846
42,afsample_v2_not_2,0.821
43,afsample_v2_not_3,0.84
44,afsample_v2_not_4,0.833
45,afsample_v2_r21_not_0,0.839
46,afsample_v2_r21_not_1,0.841
47,afsample_v2_r21_not_2,0.861
48,afsample_v2_r21_not_3,0.866
49,afsample_v2_r21_not_4,0.868
50,colabfold_casp16_web_0,0.832
51,colabfold_casp16_web_1,0.833
52,colabfold_casp16_web_2,0.834
53,colabfold_casp16_web_3,0.837
54,colabfold_casp16_web_4,0.837
55,colabfold_casp16_web_not_0,0.856
56,colabfold_casp16_web_not_1,0.841
57,colabfold_casp16_web_not_2,0.859
58,colabfold_casp16_web_not_3,0.844
59,colabfold_casp16_web_not_4,0.859
60,deepmsa2_0_0,0.838
61,deepmsa2_0_1,0.825
62,deepmsa2_0_2,0.854
63,deepmsa2_0_3,0.839
64,deepmsa2_0_4,0.839
65,deepmsa2_1_0,0.85
66,deepmsa2_1_1,0.843
67,deepmsa2_1_2,0.848
68,deepmsa2_1_3,0.838
69,deepmsa2_1_4,0.858
70,deepmsa2_2_0,0.832
71,deepmsa2_2_1,0.835
72,deepmsa2_2_2,0.839
73,deepmsa2_2_3,0.826
74,deepmsa2_2_4,0.832
75,deepmsa2_3_0,0.835
76,deepmsa2_3_1,0.832
77,deepmsa2_3_2,0.841
78,deepmsa2_3_3,0.838
79,deepmsa2_3_4,0.835
