,model,tmscore
0,af3_jian_0,0.712
1,af3_jian_1,0.693
2,af3_jian_2,0.702
3,af3_jian_3,0.823
4,af3_jian_4,0.676
5,af3_jian_5,0.64
6,af3_jian_6,0.522
7,af3_jian_7,0.701
8,af3_jian_8,0.8
9,af3_jian_9,0.736
10,af3_pawan_0,0.728
11,af3_pawan_1,0.711
12,af3_pawan_2,0.823
13,af3_pawan_3,0.698
14,af3_pawan_4,0.832
15,af3_pawan_5,0.66
16,af3_pawan_6,0.835
17,af3_pawan_7,0.757
18,af3_pawan_8,0.668
19,af3_pawan_9,0.685
20,afsample_v1_0,0.637
21,afsample_v1_1,0.539
22,afsample_v1_2,0.519
23,afsample_v1_3,0.26
24,afsample_v1_4,0.215
25,afsample_v1_not_0,0.622
26,afsample_v1_not_1,0.303
27,afsample_v1_not_2,0.496
28,afsample_v1_not_3,0.429
29,afsample_v1_not_4,0.352
30,afsample_v2_0,0.794
31,afsample_v2_1,0.794
32,afsample_v2_2,0.802
33,afsample_v2_3,0.805
34,afsample_v2_4,0.823
35,afsample_v2_not_0,0.776
36,afsample_v2_not_1,0.796
37,afsample_v2_not_2,0.782
38,afsample_v2_not_3,0.808
39,afsample_v2_not_4,0.766
40,afsample_v2_r21_not_0,0.787
41,afsample_v2_r21_not_1,0.782
42,afsample_v2_r21_not_2,0.785
43,afsample_v2_r21_not_3,0.749
44,afsample_v2_r21_not_4,0.783
45,colabfold_casp16_web_0,0.87
46,colabfold_casp16_web_1,0.863
47,colabfold_casp16_web_2,0.811
48,colabfold_casp16_web_3,0.714
49,colabfold_casp16_web_4,0.702
50,colabfold_casp16_web_not_0,0.884
51,colabfold_casp16_web_not_1,0.876
52,colabfold_casp16_web_not_2,0.885
53,colabfold_casp16_web_not_3,0.856
54,colabfold_casp16_web_not_4,0.872
55,def_mul_comp_0,0.875
56,def_mul_comp_1,0.876
57,def_mul_comp_2,0.874
58,def_mul_comp_3,0.886
59,def_mul_comp_4,0.839
60,def_mul_drop_nos_0,0.853
61,def_mul_drop_nos_1,0.867
62,def_mul_drop_nos_2,0.877
63,def_mul_drop_nos_3,0.854
64,def_mul_drop_nos_4,0.882
65,def_mul_drop_s_0,0.865
66,def_mul_drop_s_1,0.81
67,def_mul_drop_s_2,0.844
68,def_mul_drop_s_3,0.867
69,def_mul_drop_s_4,0.862
70,def_mul_esm_msa_0,0.878
71,def_mul_esm_msa_1,0.869
72,def_mul_esm_msa_2,0.857
73,def_mul_esm_msa_3,0.742
74,def_mul_esm_msa_4,0.857
75,def_mul_not_drop_nos_0,0.862
76,def_mul_not_drop_nos_1,0.855
77,def_mul_not_drop_nos_2,0.864
78,def_mul_not_drop_nos_3,0.872
79,def_mul_not_drop_nos_4,0.88
80,def_mul_not_drop_s_0,0.853
81,def_mul_not_drop_s_1,0.854
82,def_mul_not_drop_s_2,0.861
83,def_mul_not_drop_s_3,0.862
84,def_mul_not_drop_s_4,0.842
85,def_mul_notemp_0,0.888
86,def_mul_notemp_1,0.893
87,def_mul_notemp_2,0.847
88,def_mul_notemp_3,0.854
89,def_mul_notemp_4,0.884
90,def_mul_pdb_0,0.874
91,def_mul_pdb_1,0.88
92,def_mul_pdb_2,0.873
93,def_mul_pdb_3,0.873
94,def_mul_pdb_4,0.857
95,def_mul_pdb70_0,0.87
96,def_mul_pdb70_1,0.879
97,def_mul_pdb70_2,0.881
98,def_mul_pdb70_3,0.871
99,def_mul_pdb70_4,0.86
100,default_multimer_0,0.877
101,default_multimer_1,0.88
102,default_multimer_2,0.862
103,default_multimer_3,0.864
104,default_multimer_4,0.843
105,pdb_inter_prot_sto_0,0.734
106,pdb_inter_prot_sto_1,0.74
107,pdb_inter_prot_sto_2,0.667
108,pdb_inter_prot_sto_3,0.67
109,pdb_inter_prot_sto_4,0.764
110,pdb_inter_ref_a3m_0,0.835
111,pdb_inter_ref_a3m_1,0.63
112,pdb_inter_ref_a3m_2,0.695
113,pdb_inter_ref_a3m_3,0.706
114,pdb_inter_ref_a3m_4,0.564
115,pdb_inter_ref_sto_0,0.677
116,pdb_inter_ref_sto_1,0.722
117,pdb_inter_ref_sto_2,0.733
118,pdb_inter_ref_sto_3,0.726
119,pdb_inter_ref_sto_4,0.658
120,spec_comp_0,0.601
121,spec_comp_1,0.638
122,spec_comp_2,0.861
123,spec_comp_3,0.877
124,spec_comp_4,0.879
125,spec_inter_prot_sto_0,0.876
126,spec_inter_prot_sto_1,0.863
127,spec_inter_prot_sto_2,0.866
128,spec_inter_prot_sto_3,0.86
129,spec_inter_prot_sto_4,0.861
130,spec_inter_ref_a3m_0,0.606
131,spec_inter_ref_a3m_1,0.597
132,spec_inter_ref_a3m_2,0.853
133,spec_inter_ref_a3m_3,0.604
134,spec_inter_ref_a3m_4,0.857
135,spec_inter_ref_sto_0,0.847
136,spec_inter_ref_sto_1,0.871
137,spec_inter_ref_sto_2,0.845
138,spec_inter_ref_sto_3,0.866
139,spec_inter_ref_sto_4,0.853
140,spec_pdb_0,0.601
141,spec_pdb_1,0.838
142,spec_pdb_2,0.74
143,spec_pdb_3,0.744
144,spec_pdb_4,0.871
145,spec_pdb70_0,0.593
146,spec_pdb70_1,0.589
147,spec_pdb70_2,0.866
148,spec_pdb70_3,0.836
149,spec_pdb70_4,0.856
150,uniclust_ox_a3m_0,0.561
151,uniclust_ox_a3m_1,0.576
152,uniclust_ox_a3m_2,0.864
153,uniclust_ox_a3m_3,0.859
154,uniclust_ox_a3m_4,0.871
