,model,tmscore
0,afsample_v1_0,0.0
1,afsample_v1_1,0.046
2,afsample_v1_2,0.0
3,afsample_v1_3,0.046
4,afsample_v1_4,0.0
5,afsample_v1_not_0,0.0
6,afsample_v1_not_1,0.023
7,afsample_v1_not_2,0.0
8,afsample_v1_not_3,0.0
9,afsample_v1_not_4,0.004
10,afsample_v1_r21_not_0,0.031
11,afsample_v1_r21_not_1,0.0
12,afsample_v1_r21_not_2,0.124
13,afsample_v1_r21_not_3,0.0
14,afsample_v1_r21_not_4,0.093
15,afsample_v2_0,0.0
16,afsample_v2_1,0.0
17,afsample_v2_2,0.0
18,afsample_v2_3,0.0
19,afsample_v2_4,0.0
20,afsample_v2_not_0,0.0
21,afsample_v2_not_1,0.0
22,afsample_v2_not_2,0.0
23,afsample_v2_not_3,0.0
24,afsample_v2_not_4,0.0
25,afsample_v2_r21_not_0,0.376
26,afsample_v2_r21_not_1,0.0
27,afsample_v2_r21_not_2,0.0
28,afsample_v2_r21_not_3,0.0
29,afsample_v2_r21_not_4,0.374
30,deepmsa2_0_0,0.757
31,deepmsa2_0_1,0.0
32,deepmsa2_0_2,0.0
33,deepmsa2_0_3,0.0
34,deepmsa2_0_4,0.0
35,deepmsa2_1_0,0.784
36,deepmsa2_1_1,0.772
37,deepmsa2_1_2,0.768
38,deepmsa2_1_3,0.78
39,deepmsa2_1_4,0.755
40,deepmsa2_2_0,0.764
41,deepmsa2_2_1,0.768
42,deepmsa2_2_2,0.774
43,deepmsa2_2_3,0.281
44,deepmsa2_2_4,0.272
45,deepmsa2_3_0,0.771
46,deepmsa2_3_1,0.768
47,deepmsa2_3_2,0.274
48,deepmsa2_3_3,0.267
49,deepmsa2_3_4,0.278
50,deepmsa2_4_0,0.763
51,deepmsa2_4_1,0.0
52,deepmsa2_4_2,0.0
53,deepmsa2_4_3,0.764
54,deepmsa2_4_4,0.281
55,deepmsa2_5_0,0.0
56,deepmsa2_5_1,0.0
57,deepmsa2_5_2,0.0
58,deepmsa2_5_3,0.0
59,deepmsa2_5_4,0.0
60,deepmsa2_6_0,0.785
61,deepmsa2_6_1,0.0
62,deepmsa2_6_2,0.757
63,deepmsa2_6_3,0.749
64,deepmsa2_6_4,0.745
65,def_mul_comp_0,0.816
66,def_mul_comp_1,0.793
67,def_mul_comp_2,0.789
68,def_mul_comp_3,0.798
69,def_mul_comp_4,0.78
70,def_mul_drop_nos_0,0.0
71,def_mul_drop_nos_1,0.0
72,def_mul_drop_nos_2,0.0
73,def_mul_drop_nos_3,0.0
74,def_mul_drop_nos_4,0.0
75,def_mul_drop_s_0,0.0
76,def_mul_drop_s_1,0.0
77,def_mul_drop_s_2,0.0
78,def_mul_drop_s_3,0.0
79,def_mul_drop_s_4,0.0
80,def_mul_esm_msa_0,0.0
81,def_mul_esm_msa_1,0.0
82,def_mul_esm_msa_2,0.0
83,def_mul_esm_msa_3,0.0
84,def_mul_esm_msa_4,0.0
85,def_mul_not_drop_nos_0,0.69
86,def_mul_not_drop_nos_1,0.733
87,def_mul_not_drop_nos_2,0.342
88,def_mul_not_drop_nos_3,0.382
89,def_mul_not_drop_nos_4,0.697
90,def_mul_not_drop_s_0,0.747
91,def_mul_not_drop_s_1,0.696
92,def_mul_not_drop_s_2,0.768
93,def_mul_not_drop_s_3,0.7
94,def_mul_not_drop_s_4,0.327
95,def_mul_notemp_0,0.0
96,def_mul_notemp_1,0.0
97,def_mul_notemp_2,0.781
98,def_mul_notemp_3,0.0
99,def_mul_notemp_4,0.736
100,def_mul_pdb_0,0.0
101,def_mul_pdb_1,0.0
102,def_mul_pdb_2,0.0
103,def_mul_pdb_3,0.0
104,def_mul_pdb_4,0.0
105,def_mul_pdb70_0,0.817
106,def_mul_pdb70_1,0.758
107,def_mul_pdb70_2,0.809
108,def_mul_pdb70_3,0.0
109,def_mul_pdb70_4,0.0
110,def_mul_struct_0,0.755
111,def_mul_struct_1,0.752
112,def_mul_struct_2,0.703
113,def_mul_struct_3,0.808
114,def_mul_struct_4,0.703
115,default_multimer_0,0.0
116,default_multimer_1,0.0
117,default_multimer_2,0.0
118,default_multimer_3,0.0
119,default_multimer_4,0.0
120,pdb_inter_prot_sto_0,0.0
121,pdb_inter_prot_sto_1,0.0
122,pdb_inter_prot_sto_2,0.0
123,pdb_inter_prot_sto_3,0.0
124,pdb_inter_prot_sto_4,0.0
125,pdb_inter_ref_a3m_0,0.511
126,pdb_inter_ref_a3m_1,0.761
127,pdb_inter_ref_a3m_2,0.508
128,pdb_inter_ref_a3m_3,0.514
129,pdb_inter_ref_a3m_4,0.521
130,spec_comp_0,0.799
131,spec_comp_1,0.803
132,spec_comp_2,0.797
133,spec_comp_3,0.789
134,spec_comp_4,0.793
135,spec_inter_prot_sto_0,0.0
136,spec_inter_prot_sto_1,0.0
137,spec_inter_prot_sto_2,0.0
138,spec_inter_prot_sto_3,0.0
139,spec_inter_prot_sto_4,0.0
140,spec_inter_ref_a3m_0,0.786
141,spec_inter_ref_a3m_1,0.786
142,spec_inter_ref_a3m_2,0.787
143,spec_inter_ref_a3m_3,0.793
144,spec_inter_ref_a3m_4,0.778
145,spec_pdb_0,0.785
