,model,tmscore
0,af3_jian_0,0.923
1,af3_jian_1,0.946
2,af3_jian_2,0.949
3,af3_jian_3,0.936
4,af3_jian_4,0.925
5,af3_pawan_0,0.937
6,af3_pawan_1,0.939
7,af3_pawan_2,0.938
8,af3_pawan_3,0.938
9,af3_pawan_4,0.947
10,af3_refine_0,0.399
11,af3_refine_1,0.384
12,af3_refine_2,0.374
13,af3_refine_3,0.36
14,af3_refine_4,0.233
15,afsample_v1_0,0.938
16,afsample_v1_1,0.941
17,afsample_v1_2,0.936
18,afsample_v1_3,0.943
19,afsample_v1_4,0.929
20,afsample_v1_not_0,0.942
21,afsample_v1_not_1,0.933
22,afsample_v1_not_2,0.941
23,afsample_v1_not_3,0.933
24,afsample_v1_not_4,0.917
25,afsample_v1_r21_not_0,0.926
26,afsample_v1_r21_not_1,0.927
27,afsample_v1_r21_not_2,0.931
28,afsample_v1_r21_not_3,0.928
29,afsample_v1_r21_not_4,0.928
30,afsample_v2_0,0.928
31,afsample_v2_1,0.93
32,afsample_v2_2,0.926
33,afsample_v2_3,0.926
34,afsample_v2_4,0.93
35,afsample_v2_not_0,0.924
36,afsample_v2_not_1,0.928
37,afsample_v2_not_2,0.932
38,afsample_v2_not_3,0.931
39,afsample_v2_not_4,0.931
40,afsample_v2_r21_not_0,0.945
41,afsample_v2_r21_not_1,0.949
42,afsample_v2_r21_not_2,0.945
43,afsample_v2_r21_not_3,0.947
44,afsample_v2_r21_not_4,0.95
45,deepmsa2_0_0,0.94
46,deepmsa2_0_1,0.944
47,deepmsa2_0_2,0.944
48,deepmsa2_0_3,0.943
49,deepmsa2_0_4,0.94
50,deepmsa2_1_0,0.923
51,deepmsa2_1_1,0.926
52,deepmsa2_1_2,0.92
53,deepmsa2_1_3,0.923
54,deepmsa2_1_4,0.921
55,deepmsa2_10_0,0.949
56,deepmsa2_10_1,0.95
57,deepmsa2_10_2,0.953
58,deepmsa2_10_3,0.926
59,deepmsa2_10_4,0.931
60,deepmsa2_11_0,0.927
61,deepmsa2_11_1,0.941
62,deepmsa2_11_2,0.927
63,deepmsa2_11_3,0.927
64,deepmsa2_11_4,0.947
65,deepmsa2_12_0,0.945
66,deepmsa2_12_1,0.925
67,deepmsa2_12_2,0.949
68,deepmsa2_12_3,0.923
69,deepmsa2_12_4,0.924
70,deepmsa2_2_0,0.919
71,deepmsa2_2_1,0.919
72,deepmsa2_2_2,0.914
73,deepmsa2_2_3,0.924
74,deepmsa2_2_4,0.921
75,deepmsa2_3_0,0.923
76,deepmsa2_3_1,0.942
77,deepmsa2_3_2,0.927
78,deepmsa2_3_3,0.92
79,deepmsa2_3_4,0.922
80,deepmsa2_4_0,0.919
81,deepmsa2_4_1,0.924
82,deepmsa2_4_2,0.92
