,model,tmscore
0,af3_jian_0,0.605
1,af3_jian_1,0.594
2,af3_jian_2,0.597
3,af3_jian_3,0.599
4,af3_jian_4,0.594
5,af3_jian_5,0.6
6,af3_jian_6,0.595
7,af3_jian_7,0.59
8,af3_jian_8,0.593
9,af3_jian_9,0.605
10,af3_pawan_0,0.609
11,af3_pawan_1,0.601
12,af3_pawan_2,0.598
13,af3_pawan_3,0.589
14,af3_pawan_4,0.6
15,af3_pawan_5,0.597
16,af3_pawan_6,0.576
17,af3_pawan_7,0.611
18,af3_pawan_8,0.576
19,af3_pawan_9,0.588
20,def_mul_comp_0,0.574
21,def_mul_comp_1,0.579
22,def_mul_comp_2,0.577
23,def_mul_comp_3,0.575
24,def_mul_comp_4,0.577
25,default_multimer_0,0.577
26,default_multimer_1,0.581
27,default_multimer_2,0.578
28,default_multimer_3,0.583
29,default_multimer_4,0.637
