,model,tmscore
0,afsample_v1_0,0.468
1,afsample_v1_1,0.521
2,afsample_v1_2,0.438
3,afsample_v1_3,0.438
4,afsample_v1_4,0.517
5,afsample_v1_not_0,0.464
6,afsample_v1_not_1,0.469
7,afsample_v1_not_2,0.464
8,afsample_v1_not_3,0.468
9,afsample_v1_not_4,0.439
10,afsample_v1_r21_not_0,0.554
11,afsample_v1_r21_not_1,0.51
12,afsample_v1_r21_not_2,0.483
13,afsample_v1_r21_not_3,0.485
14,afsample_v1_r21_not_4,0.552
15,afsample_v2_0,0.542
16,afsample_v2_1,0.519
17,afsample_v2_2,0.482
18,afsample_v2_3,0.492
19,afsample_v2_4,0.389
20,afsample_v2_not_0,0.536
21,afsample_v2_not_1,0.497
22,afsample_v2_not_2,0.503
23,afsample_v2_not_3,0.371
24,afsample_v2_not_4,0.551
25,afsample_v2_r21_not_0,0.516
26,afsample_v2_r21_not_1,0.541
27,afsample_v2_r21_not_2,0.534
28,afsample_v2_r21_not_3,0.493
29,afsample_v2_r21_not_4,0.482
30,deepmsa2_0_0,0.792
31,deepmsa2_0_1,0.805
32,deepmsa2_0_2,0.803
33,deepmsa2_0_3,0.799
34,deepmsa2_0_4,0.8
35,deepmsa2_1_0,0.782
36,deepmsa2_1_1,0.845
37,deepmsa2_1_2,0.807
38,deepmsa2_1_3,0.501
39,deepmsa2_1_4,0.841
40,deepmsa2_10_0,0.48
41,deepmsa2_10_1,0.491
42,deepmsa2_10_2,0.483
43,deepmsa2_10_3,0.472
44,deepmsa2_10_4,0.49
45,deepmsa2_11_0,0.469
46,deepmsa2_11_1,0.488
47,deepmsa2_11_2,0.703
48,deepmsa2_11_3,0.466
49,deepmsa2_11_4,0.501
50,deepmsa2_12_0,0.678
51,deepmsa2_12_1,0.673
52,deepmsa2_12_2,0.499
53,deepmsa2_12_3,0.471
54,deepmsa2_12_4,0.46
55,deepmsa2_13_0,0.56
56,deepmsa2_13_1,0.445
57,deepmsa2_13_2,0.433
58,deepmsa2_13_3,0.458
59,deepmsa2_13_4,0.635
60,deepmsa2_14_0,0.81
61,deepmsa2_14_1,0.433
62,deepmsa2_14_2,0.433
63,deepmsa2_14_3,0.447
64,deepmsa2_14_4,0.467
65,deepmsa2_2_0,0.863
66,deepmsa2_2_1,0.822
67,deepmsa2_2_2,0.825
68,deepmsa2_2_3,0.794
69,deepmsa2_2_4,0.802
70,deepmsa2_3_0,0.834
71,deepmsa2_3_1,0.853
72,deepmsa2_3_2,0.83
73,deepmsa2_3_3,0.794
74,deepmsa2_3_4,0.82
75,deepmsa2_4_0,0.832
76,deepmsa2_4_1,0.87
77,deepmsa2_4_2,0.824
78,deepmsa2_4_3,0.576
79,deepmsa2_4_4,0.833
80,deepmsa2_5_0,0.792
81,deepmsa2_5_1,0.829
82,deepmsa2_5_2,0.827
83,deepmsa2_5_3,0.866
84,deepmsa2_5_4,0.789
85,deepmsa2_6_0,0.831
86,deepmsa2_6_1,0.531
87,deepmsa2_6_2,0.868
88,deepmsa2_6_3,0.806
89,deepmsa2_6_4,0.797
90,deepmsa2_7_0,0.811
91,deepmsa2_7_1,0.818
92,deepmsa2_7_2,0.828
93,deepmsa2_7_3,0.82
94,deepmsa2_7_4,0.814
95,deepmsa2_8_0,0.815
96,deepmsa2_8_1,0.767
97,deepmsa2_8_2,0.822
98,deepmsa2_8_3,0.822
99,deepmsa2_8_4,0.803
100,deepmsa2_9_0,0.77
101,deepmsa2_9_1,0.739
102,deepmsa2_9_2,0.757
103,deepmsa2_9_3,0.82
104,deepmsa2_9_4,0.748
105,def_mul_comp_0,0.518
106,def_mul_comp_1,0.571
107,def_mul_comp_2,0.551
108,def_mul_comp_3,0.458
109,def_mul_comp_4,0.588
110,def_mul_drop_nos_0,0.572
111,def_mul_drop_nos_1,0.564
112,def_mul_drop_nos_2,0.531
113,def_mul_drop_nos_3,0.557
114,def_mul_drop_nos_4,0.538
115,def_mul_drop_s_0,0.576
116,def_mul_drop_s_1,0.528
117,def_mul_drop_s_2,0.567
118,def_mul_drop_s_3,0.564
119,def_mul_drop_s_4,0.544
120,def_mul_esm_msa_0,0.54
121,def_mul_esm_msa_1,0.545
122,def_mul_esm_msa_2,0.516
123,def_mul_esm_msa_3,0.536
124,def_mul_esm_msa_4,0.556
125,def_mul_not_drop_nos_0,0.015
126,def_mul_not_drop_nos_1,0.017
127,def_mul_not_drop_nos_2,0.013
128,def_mul_not_drop_nos_3,0.015
129,def_mul_not_drop_nos_4,0.014
130,def_mul_not_drop_s_0,0.019
131,def_mul_not_drop_s_1,0.014
132,def_mul_not_drop_s_2,0.014
133,def_mul_not_drop_s_3,0.015
134,def_mul_not_drop_s_4,0.014
135,def_mul_notemp_0,0.012
136,def_mul_notemp_1,0.012
137,def_mul_notemp_2,0.015
138,def_mul_notemp_3,0.014
139,def_mul_notemp_4,0.013
140,def_mul_pdb_0,0.544
141,def_mul_pdb_1,0.516
142,def_mul_pdb_2,0.503
143,def_mul_pdb_3,0.568
144,def_mul_pdb_4,0.546
145,def_mul_pdb70_0,0.432
146,def_mul_pdb70_1,0.414
147,def_mul_pdb70_2,0.446
148,def_mul_pdb70_3,0.468
149,def_mul_pdb70_4,0.423
150,def_mul_struct_0,0.405
151,def_mul_struct_1,0.493
152,def_mul_struct_2,0.344
153,def_mul_struct_3,0.365
154,def_mul_struct_4,0.329
155,default_multimer_0,0.54
156,default_multimer_1,0.464
157,default_multimer_2,0.486
158,default_multimer_3,0.528
159,default_multimer_4,0.569
160,folds_iter_1_0,0.428
161,folds_iter_1_1,0.45
162,folds_iter_1_2,0.471
163,folds_iter_1_3,0.411
164,folds_iter_1_4,0.418
165,folds_iter_2_0,0.724
166,folds_iter_2_1,0.736
167,folds_iter_2_2,0.693
168,folds_iter_2_3,0.694
169,folds_iter_2_4,0.733
170,folds_iter_esm_1_0,0.493
171,folds_iter_esm_1_1,0.477
172,folds_iter_esm_1_2,0.498
173,folds_iter_esm_1_3,0.483
174,folds_iter_esm_1_4,0.459
175,folds_iter_esm_2_0,0.535
176,folds_iter_esm_2_1,0.496
177,folds_iter_esm_2_2,0.542
178,folds_iter_esm_2_3,0.531
179,folds_iter_esm_2_4,0.456
180,folds_iter_esm_not_1_0,0.0
181,folds_iter_esm_not_1_1,0.009
182,folds_iter_esm_not_1_2,0.006
183,folds_iter_esm_not_1_3,0.013
184,folds_iter_esm_not_1_4,0.014
185,folds_iter_esm_not_2_0,0.013
186,folds_iter_esm_not_2_1,0.014
187,folds_iter_esm_not_2_2,0.014
188,folds_iter_esm_not_2_3,0.008
189,folds_iter_esm_not_2_4,0.013
190,folds_iter_esm_o_1_0,0.509
191,folds_iter_esm_o_1_1,0.538
192,folds_iter_esm_o_1_2,0.491
193,folds_iter_esm_o_1_3,0.557
194,folds_iter_esm_o_1_4,0.436
195,folds_iter_esm_o_2_0,0.509
196,folds_iter_esm_o_2_1,0.517
197,folds_iter_esm_o_2_2,0.512
198,folds_iter_esm_o_2_3,0.515
