,model,tmscore
0,afsample_v1_0,0.171
1,afsample_v1_1,0.195
2,afsample_v1_2,0.169
3,afsample_v1_3,0.184
4,afsample_v1_4,0.214
5,afsample_v1_not_0,0.165
6,afsample_v1_not_1,0.175
7,afsample_v1_not_2,0.173
8,afsample_v1_not_3,0.176
9,afsample_v1_not_4,0.182
10,afsample_v1_r21_not_0,0.208
11,afsample_v1_r21_not_1,0.163
12,afsample_v1_r21_not_2,0.172
13,afsample_v1_r21_not_3,0.165
14,afsample_v1_r21_not_4,0.198
15,afsample_v2_0,0.218
16,afsample_v2_1,0.207
17,afsample_v2_2,0.162
18,afsample_v2_3,0.207
19,afsample_v2_4,0.146
20,afsample_v2_not_0,0.169
21,afsample_v2_not_1,0.177
22,afsample_v2_not_2,0.197
23,afsample_v2_not_3,0.143
24,afsample_v2_not_4,0.163
25,afsample_v2_r21_not_0,0.239
26,afsample_v2_r21_not_1,0.258
27,afsample_v2_r21_not_2,0.262
28,afsample_v2_r21_not_3,0.239
29,afsample_v2_r21_not_4,0.225
30,deepmsa2_0_0,0.214
31,deepmsa2_0_1,0.215
32,deepmsa2_0_2,0.21
33,deepmsa2_0_3,0.223
34,deepmsa2_0_4,0.224
35,deepmsa2_1_0,0.212
36,deepmsa2_1_1,0.208
37,deepmsa2_1_2,0.219
38,deepmsa2_1_3,0.142
39,deepmsa2_1_4,0.204
40,deepmsa2_10_0,0.178
41,deepmsa2_10_1,0.171
42,deepmsa2_10_2,0.165
43,deepmsa2_10_3,0.188
44,deepmsa2_10_4,0.138
45,deepmsa2_11_0,0.152
46,deepmsa2_11_1,0.116
47,deepmsa2_11_2,0.227
48,deepmsa2_11_3,0.169
49,deepmsa2_11_4,0.144
50,deepmsa2_12_0,0.204
51,deepmsa2_12_1,0.186
52,deepmsa2_12_2,0.166
53,deepmsa2_12_3,0.18
54,deepmsa2_12_4,0.179
55,deepmsa2_13_0,0.17
56,deepmsa2_13_1,0.16
57,deepmsa2_13_2,0.153
58,deepmsa2_13_3,0.164
59,deepmsa2_13_4,0.186
60,deepmsa2_14_0,0.197
61,deepmsa2_14_1,0.16
62,deepmsa2_14_2,0.124
63,deepmsa2_14_3,0.146
64,deepmsa2_14_4,0.165
65,deepmsa2_2_0,0.203
66,deepmsa2_2_1,0.203
67,deepmsa2_2_2,0.203
68,deepmsa2_2_3,0.203
69,deepmsa2_2_4,0.2
70,deepmsa2_3_0,0.206
71,deepmsa2_3_1,0.202
72,deepmsa2_3_2,0.209
73,deepmsa2_3_3,0.202
74,deepmsa2_3_4,0.201
75,deepmsa2_4_0,0.202
76,deepmsa2_4_1,0.206
77,deepmsa2_4_2,0.195
78,deepmsa2_4_3,0.171
79,deepmsa2_4_4,0.2
80,deepmsa2_5_0,0.209
81,deepmsa2_5_1,0.193
82,deepmsa2_5_2,0.207
83,deepmsa2_5_3,0.205
84,deepmsa2_5_4,0.206
85,deepmsa2_6_0,0.197
86,deepmsa2_6_1,0.144
87,deepmsa2_6_2,0.206
88,deepmsa2_6_3,0.219
89,deepmsa2_6_4,0.21
90,deepmsa2_7_0,0.205
91,deepmsa2_7_1,0.207
92,deepmsa2_7_2,0.204
93,deepmsa2_7_3,0.207
94,deepmsa2_7_4,0.214
95,deepmsa2_8_0,0.198
96,deepmsa2_8_1,0.205
97,deepmsa2_8_2,0.204
98,deepmsa2_8_3,0.207
99,deepmsa2_8_4,0.205
100,deepmsa2_9_0,0.208
101,deepmsa2_9_1,0.231
102,deepmsa2_9_2,0.197
103,deepmsa2_9_3,0.227
104,deepmsa2_9_4,0.214
105,def_mul_comp_0,0.156
106,def_mul_comp_1,0.17
107,def_mul_comp_2,0.169
108,def_mul_comp_3,0.207
109,def_mul_comp_4,0.198
110,def_mul_drop_nos_0,0.194
111,def_mul_drop_nos_1,0.184
112,def_mul_drop_nos_2,0.21
113,def_mul_drop_nos_3,0.214
114,def_mul_drop_nos_4,0.21
115,def_mul_drop_s_0,0.201
116,def_mul_drop_s_1,0.205
117,def_mul_drop_s_2,0.2
118,def_mul_drop_s_3,0.205
119,def_mul_drop_s_4,0.193
120,def_mul_esm_msa_0,0.206
121,def_mul_esm_msa_1,0.205
122,def_mul_esm_msa_2,0.213
123,def_mul_esm_msa_3,0.202
124,def_mul_esm_msa_4,0.196
125,def_mul_not_drop_nos_0,0.018
126,def_mul_not_drop_nos_1,0.042
127,def_mul_not_drop_nos_2,0.016
128,def_mul_not_drop_nos_3,0.014
129,def_mul_not_drop_nos_4,0.015
130,def_mul_not_drop_s_0,0.058
131,def_mul_not_drop_s_1,0.015
132,def_mul_not_drop_s_2,0.017
133,def_mul_not_drop_s_3,0.015
134,def_mul_not_drop_s_4,0.017
135,def_mul_notemp_0,0.014
136,def_mul_notemp_1,0.074
137,def_mul_notemp_2,0.021
138,def_mul_notemp_3,0.017
139,def_mul_notemp_4,0.014
140,def_mul_pdb_0,0.169
141,def_mul_pdb_1,0.225
