,model,tmscore
0,af3_jian_0,0.978
1,af3_jian_1,0.975
2,af3_jian_2,0.975
3,af3_jian_3,0.952
4,af3_jian_4,0.956
5,af3_jian_5,0.973
6,af3_jian_6,0.967
7,af3_jian_7,0.965
8,af3_jian_8,0.968
9,af3_jian_9,0.969
10,af3_pawan_0,0.973
11,af3_pawan_1,0.971
12,af3_pawan_2,0.975
13,af3_pawan_3,0.969
14,af3_pawan_4,0.966
15,af3_pawan_5,0.969
16,af3_pawan_6,0.966
17,af3_pawan_7,0.963
18,af3_pawan_8,0.966
19,af3_pawan_9,0.95
20,afsample_v1_0,0.97
21,afsample_v1_1,0.97
22,afsample_v1_2,0.97
23,afsample_v1_3,0.971
24,afsample_v1_4,0.97
25,afsample_v1_not_0,0.97
26,afsample_v1_not_1,0.97
27,afsample_v1_not_2,0.97
28,afsample_v1_not_3,0.971
29,afsample_v1_not_4,0.97
30,afsample_v1_r21_not_0,0.979
31,afsample_v1_r21_not_1,0.971
32,afsample_v1_r21_not_2,0.971
33,afsample_v1_r21_not_3,0.971
34,afsample_v1_r21_not_4,0.971
35,afsample_v2_0,0.976
36,afsample_v2_1,0.976
37,afsample_v2_2,0.968
38,afsample_v2_3,0.975
39,afsample_v2_4,0.974
40,afsample_v2_not_0,0.974
41,afsample_v2_not_1,0.96
42,afsample_v2_not_2,0.967
43,afsample_v2_not_3,0.967
44,afsample_v2_not_4,0.959
45,afsample_v2_r21_not_0,0.976
46,afsample_v2_r21_not_1,0.975
47,afsample_v2_r21_not_2,0.974
48,afsample_v2_r21_not_3,0.974
49,afsample_v2_r21_not_4,0.974
50,colabfold_casp16_web_0,0.976
51,colabfold_casp16_web_1,0.976
52,colabfold_casp16_web_2,0.974
53,colabfold_casp16_web_3,0.976
54,colabfold_casp16_web_4,0.976
55,colabfold_casp16_web_not_0,0.976
56,colabfold_casp16_web_not_1,0.976
57,colabfold_casp16_web_not_2,0.975
58,colabfold_casp16_web_not_3,0.976
59,colabfold_casp16_web_not_4,0.976
60,deepmsa2_0_0,0.977
61,deepmsa2_0_1,0.976
62,deepmsa2_0_2,0.961
63,deepmsa2_0_3,0.977
64,deepmsa2_0_4,0.977
65,deepmsa2_1_0,0.953
66,deepmsa2_1_1,0.968
67,deepmsa2_1_2,0.967
68,deepmsa2_1_3,0.977
69,deepmsa2_1_4,0.976
70,deepmsa2_2_0,0.818
71,deepmsa2_2_1,0.818
72,deepmsa2_2_2,0.818
73,deepmsa2_2_3,0.831
74,deepmsa2_2_4,0.836
75,deepmsa2_3_0,0.814
76,deepmsa2_3_1,0.831
77,deepmsa2_3_2,0.818
78,deepmsa2_3_3,0.818
79,deepmsa2_3_4,0.818
80,def_mul_comp_0,0.968
81,def_mul_comp_1,0.968
82,def_mul_comp_2,0.975
83,def_mul_comp_3,0.967
84,def_mul_comp_4,0.968
85,def_mul_drop_nos_0,0.967
86,def_mul_drop_nos_1,0.968
87,def_mul_drop_nos_2,0.968
88,def_mul_drop_nos_3,0.967
89,def_mul_drop_nos_4,0.975
90,def_mul_drop_s_0,0.966
91,def_mul_drop_s_1,0.967
92,def_mul_drop_s_2,0.968
93,def_mul_drop_s_3,0.969
94,def_mul_drop_s_4,0.974
95,def_mul_esm_msa_0,0.975
96,def_mul_esm_msa_1,0.967
97,def_mul_esm_msa_2,0.967
98,def_mul_esm_msa_3,0.975
99,def_mul_esm_msa_4,0.967
100,def_mul_not_drop_nos_0,0.967
101,def_mul_not_drop_nos_1,0.968
102,def_mul_not_drop_nos_2,0.967
103,def_mul_not_drop_nos_3,0.975
104,def_mul_not_drop_nos_4,0.967
105,def_mul_not_drop_s_0,0.967
106,def_mul_not_drop_s_1,0.967
107,def_mul_not_drop_s_2,0.967
108,def_mul_not_drop_s_3,0.968
109,def_mul_not_drop_s_4,0.967
110,def_mul_notemp_0,0.967
111,def_mul_notemp_1,0.968
112,def_mul_notemp_2,0.967
113,def_mul_notemp_3,0.967
114,def_mul_notemp_4,0.967
115,def_mul_pdb_0,0.967
116,def_mul_pdb_1,0.966
117,def_mul_pdb_2,0.975
118,def_mul_pdb_3,0.967
119,def_mul_pdb_4,0.968
120,def_mul_pdb70_0,0.968
121,def_mul_pdb70_1,0.968
122,def_mul_pdb70_2,0.968
123,def_mul_pdb70_3,0.968
124,def_mul_pdb70_4,0.968
125,def_mul_struct_0,0.968
126,def_mul_struct_1,0.968
127,def_mul_struct_2,0.968
128,def_mul_struct_3,0.968
129,def_mul_struct_4,0.968
130,default_multimer_0,0.968
131,default_multimer_1,0.969
132,default_multimer_2,0.967
133,default_multimer_3,0.968
134,default_multimer_4,0.968
135,folds_iter_1_0,0.969
136,folds_iter_1_1,0.968
137,folds_iter_1_2,0.969
138,folds_iter_1_3,0.968
139,folds_iter_1_4,0.968
140,folds_iter_2_0,0.968
