,model,tmscore
0,af3_jian_0,0.825
1,af3_jian_1,0.827
2,af3_jian_2,0.848
3,af3_jian_3,0.84
4,af3_jian_4,0.847
5,af3_pawan_0,0.869
6,af3_pawan_1,0.829
7,af3_pawan_2,0.828
8,af3_pawan_3,0.841
9,af3_pawan_4,0.844
10,af3_refine_0,0.646
11,af3_refine_1,0.572
12,af3_refine_2,0.631
13,af3_refine_3,0.643
14,af3_refine_4,0.542
15,afsample_v1_0,0.782
16,afsample_v1_1,0.746
17,afsample_v1_2,0.811
18,afsample_v1_3,0.759
19,afsample_v1_4,0.759
20,afsample_v1_not_0,0.811
21,afsample_v1_not_1,0.816
22,afsample_v1_not_2,0.784
23,afsample_v1_not_3,0.757
24,afsample_v1_not_4,0.786
25,afsample_v1_r21_not_0,0.866
26,afsample_v1_r21_not_1,0.808
27,afsample_v1_r21_not_2,0.816
28,afsample_v1_r21_not_3,0.794
29,afsample_v1_r21_not_4,0.806
30,afsample_v2_0,0.856
31,afsample_v2_1,0.937
32,afsample_v2_2,0.88
33,afsample_v2_3,0.857
34,afsample_v2_4,0.864
35,afsample_v2_not_0,0.889
36,afsample_v2_not_1,0.872
37,afsample_v2_not_2,0.849
38,afsample_v2_not_3,0.864
39,afsample_v2_not_4,0.825
40,afsample_v2_r21_not_0,0.904
41,afsample_v2_r21_not_1,0.897
42,afsample_v2_r21_not_2,0.874
43,afsample_v2_r21_not_3,0.888
44,afsample_v2_r21_not_4,0.88
45,deepmsa2_0_0,0.676
46,deepmsa2_0_1,0.658
47,deepmsa2_0_2,0.664
48,deepmsa2_0_3,0.588
49,deepmsa2_0_4,0.707
50,deepmsa2_1_0,0.582
51,deepmsa2_1_1,0.678
52,deepmsa2_1_2,0.676
53,deepmsa2_1_3,0.657
54,deepmsa2_1_4,0.674
55,deepmsa2_10_0,0.825
56,deepmsa2_10_1,0.806
57,deepmsa2_10_2,0.847
58,deepmsa2_10_3,0.802
59,deepmsa2_10_4,0.774
60,deepmsa2_11_0,0.864
61,deepmsa2_11_1,0.811
62,deepmsa2_11_2,0.806
63,deepmsa2_11_3,0.824
64,deepmsa2_11_4,0.786
65,deepmsa2_12_0,0.779
66,deepmsa2_12_1,0.752
67,deepmsa2_12_2,0.739
68,deepmsa2_12_3,0.71
69,deepmsa2_12_4,0.683
70,deepmsa2_13_0,0.748
71,deepmsa2_13_1,0.737
72,deepmsa2_13_2,0.719
73,deepmsa2_13_3,0.748
74,deepmsa2_13_4,0.712
75,deepmsa2_14_0,0.741
76,deepmsa2_14_1,0.713
77,deepmsa2_14_2,0.725
78,deepmsa2_14_3,0.737
79,deepmsa2_14_4,0.723
80,deepmsa2_15_0,0.73
81,deepmsa2_15_1,0.698
82,deepmsa2_15_2,0.721
83,deepmsa2_15_3,0.712
84,deepmsa2_15_4,0.717
85,deepmsa2_2_0,0.637
86,deepmsa2_2_1,0.628
87,deepmsa2_2_2,0.7
