,model,tmscore
0,afsample_v1_0,0.048
1,afsample_v1_1,0.156
2,afsample_v1_2,0.054
3,afsample_v1_3,0.176
4,afsample_v1_4,0.056
5,afsample_v1_not_0,0.05
6,afsample_v1_not_1,0.106
7,afsample_v1_not_2,0.054
8,afsample_v1_not_3,0.04
9,afsample_v1_not_4,0.077
10,afsample_v1_r21_not_0,0.17
11,afsample_v1_r21_not_1,0.049
12,afsample_v1_r21_not_2,0.283
13,afsample_v1_r21_not_3,0.037
14,afsample_v1_r21_not_4,0.256
15,afsample_v2_0,0.006
16,afsample_v2_1,0.006
17,afsample_v2_2,0.006
18,afsample_v2_3,0.006
19,afsample_v2_4,0.006
20,afsample_v2_not_0,0.006
21,afsample_v2_not_1,0.006
22,afsample_v2_not_2,0.006
23,afsample_v2_not_3,0.006
24,afsample_v2_not_4,0.007
25,afsample_v2_r21_not_0,0.255
26,afsample_v2_r21_not_1,0.011
27,afsample_v2_r21_not_2,0.006
28,afsample_v2_r21_not_3,0.007
29,afsample_v2_r21_not_4,0.251
30,deepmsa2_0_0,0.743
31,deepmsa2_0_1,0.01
32,deepmsa2_0_2,0.01
33,deepmsa2_0_3,0.01
34,deepmsa2_0_4,0.01
35,deepmsa2_1_0,0.764
36,deepmsa2_1_1,0.753
37,deepmsa2_1_2,0.753
38,deepmsa2_1_3,0.753
39,deepmsa2_1_4,0.747
40,deepmsa2_2_0,0.753
41,deepmsa2_2_1,0.753
42,deepmsa2_2_2,0.753
43,deepmsa2_2_3,0.223
44,deepmsa2_2_4,0.218
45,deepmsa2_3_0,0.753
46,deepmsa2_3_1,0.753
47,deepmsa2_3_2,0.222
48,deepmsa2_3_3,0.21
49,deepmsa2_3_4,0.219
50,deepmsa2_4_0,0.736
51,deepmsa2_4_1,0.01
52,deepmsa2_4_2,0.01
53,deepmsa2_4_3,0.753
54,deepmsa2_4_4,0.224
55,deepmsa2_5_0,0.01
56,deepmsa2_5_1,0.012
57,deepmsa2_5_2,0.01
58,deepmsa2_5_3,0.01
59,deepmsa2_5_4,0.01
60,deepmsa2_6_0,0.767
61,deepmsa2_6_1,0.01
62,deepmsa2_6_2,0.753
63,deepmsa2_6_3,0.744
64,deepmsa2_6_4,0.674
65,def_mul_comp_0,0.808
66,def_mul_comp_1,0.77
67,def_mul_comp_2,0.747
68,def_mul_comp_3,0.815
69,def_mul_comp_4,0.736
70,def_mul_drop_nos_0,0.006
71,def_mul_drop_nos_1,0.006
72,def_mul_drop_nos_2,0.006
73,def_mul_drop_nos_3,0.006
74,def_mul_drop_nos_4,0.006
75,def_mul_drop_s_0,0.006
76,def_mul_drop_s_1,0.006
77,def_mul_drop_s_2,0.006
78,def_mul_drop_s_3,0.006
79,def_mul_drop_s_4,0.006
80,def_mul_esm_msa_0,0.006
81,def_mul_esm_msa_1,0.006
82,def_mul_esm_msa_2,0.006
83,def_mul_esm_msa_3,0.006
84,def_mul_esm_msa_4,0.006
85,def_mul_not_drop_nos_0,0.691
86,def_mul_not_drop_nos_1,0.775
87,def_mul_not_drop_nos_2,0.251
88,def_mul_not_drop_nos_3,0.252
89,def_mul_not_drop_nos_4,0.718
90,def_mul_not_drop_s_0,0.74
91,def_mul_not_drop_s_1,0.677
92,def_mul_not_drop_s_2,0.728
93,def_mul_not_drop_s_3,0.759
94,def_mul_not_drop_s_4,0.242
95,def_mul_notemp_0,0.007
96,def_mul_notemp_1,0.011
97,def_mul_notemp_2,0.742
98,def_mul_notemp_3,0.01
99,def_mul_notemp_4,0.725
100,def_mul_pdb_0,0.006
101,def_mul_pdb_1,0.006
102,def_mul_pdb_2,0.006
103,def_mul_pdb_3,0.006
104,def_mul_pdb_4,0.006
105,def_mul_pdb70_0,0.81
106,def_mul_pdb70_1,0.761
107,def_mul_pdb70_2,0.769
