,model,tmscore
0,af3_jian_0,0.646
1,af3_jian_1,0.616
2,af3_jian_2,0.637
3,af3_jian_3,0.643
4,af3_jian_4,0.681
5,af3_jian_5,0.67
6,af3_jian_6,0.667
7,af3_jian_7,0.622
8,af3_jian_8,0.626
9,af3_jian_9,0.646
10,af3_pawan_0,0.643
11,af3_pawan_1,0.624
12,af3_pawan_2,0.584
13,af3_pawan_3,0.635
14,af3_pawan_4,0.599
15,af3_pawan_5,0.663
16,af3_pawan_6,0.628
17,af3_pawan_7,0.654
18,af3_pawan_8,0.647
19,af3_pawan_9,0.684
20,afsample_v1_0,0.644
21,afsample_v1_1,0.49
22,afsample_v1_2,0.548
23,afsample_v1_3,0.541
24,afsample_v1_4,0.552
25,afsample_v1_not_0,0.639
26,afsample_v1_not_1,0.527
27,afsample_v1_not_2,0.557
28,afsample_v1_not_3,0.524
29,afsample_v1_not_4,0.517
30,afsample_v1_r21_not_0,0.655
31,afsample_v1_r21_not_1,0.655
32,afsample_v1_r21_not_2,0.653
33,afsample_v1_r21_not_3,0.655
34,afsample_v1_r21_not_4,0.654
35,afsample_v2_0,0.677
36,afsample_v2_1,0.677
37,afsample_v2_2,0.673
38,afsample_v2_3,0.677
39,afsample_v2_4,0.677
40,afsample_v2_not_0,0.677
41,afsample_v2_not_1,0.689
42,afsample_v2_not_2,0.677
43,afsample_v2_not_3,0.677
44,afsample_v2_not_4,0.677
45,afsample_v2_r21_not_0,0.681
46,afsample_v2_r21_not_1,0.671
47,afsample_v2_r21_not_2,0.677
48,afsample_v2_r21_not_3,0.675
49,afsample_v2_r21_not_4,0.681
50,deepmsa2_0_0,0.629
51,deepmsa2_0_1,0.601
52,deepmsa2_0_2,0.613
53,deepmsa2_0_3,0.677
54,deepmsa2_0_4,0.641
55,deepmsa2_1_0,0.617
56,deepmsa2_1_1,0.677
57,deepmsa2_1_2,0.677
58,deepmsa2_1_3,0.677
59,deepmsa2_1_4,0.641
60,deepmsa2_10_0,0.677
61,deepmsa2_10_1,0.677
62,deepmsa2_10_2,0.677
63,deepmsa2_10_3,0.677
64,deepmsa2_10_4,0.677
65,deepmsa2_11_0,0.671
66,deepmsa2_11_1,0.677
67,deepmsa2_11_2,0.677
68,deepmsa2_11_3,0.677
69,deepmsa2_11_4,0.677
70,deepmsa2_12_0,0.677
71,deepmsa2_12_1,0.677
72,deepmsa2_12_2,0.677
73,deepmsa2_12_3,0.677
74,deepmsa2_12_4,0.677
75,deepmsa2_13_0,0.677
76,deepmsa2_13_1,0.677
77,deepmsa2_13_2,0.677
78,deepmsa2_13_3,0.677
79,deepmsa2_13_4,0.677
80,deepmsa2_14_0,0.677
81,deepmsa2_14_1,0.677
82,deepmsa2_14_2,0.677
83,deepmsa2_14_3,0.677
84,deepmsa2_14_4,0.677
85,deepmsa2_2_0,0.677
86,deepmsa2_2_1,0.677
87,deepmsa2_2_2,0.677
88,deepmsa2_2_3,0.677
89,deepmsa2_2_4,0.677
90,deepmsa2_3_0,0.677
91,deepmsa2_3_1,0.677
92,deepmsa2_3_2,0.677
93,deepmsa2_3_3,0.677
94,deepmsa2_3_4,0.677
95,deepmsa2_4_0,0.677
96,deepmsa2_4_1,0.677
97,deepmsa2_4_2,0.677
98,deepmsa2_4_3,0.677
99,deepmsa2_4_4,0.677
100,deepmsa2_5_0,0.677
101,deepmsa2_5_1,0.677
102,deepmsa2_5_2,0.677
103,deepmsa2_5_3,0.677
104,deepmsa2_5_4,0.677
105,deepmsa2_6_0,0.677
106,deepmsa2_6_1,0.677
107,deepmsa2_6_2,0.677
108,deepmsa2_6_3,0.677
109,deepmsa2_6_4,0.677
110,deepmsa2_7_0,0.677
111,deepmsa2_7_1,0.677
112,deepmsa2_7_2,0.677
113,deepmsa2_7_3,0.677
114,deepmsa2_7_4,0.677
115,deepmsa2_8_0,0.677
116,deepmsa2_8_1,0.677
117,deepmsa2_8_2,0.677
118,deepmsa2_8_3,0.677
119,deepmsa2_8_4,0.677
120,deepmsa2_9_0,0.677
121,deepmsa2_9_1,0.677
122,deepmsa2_9_2,0.677
123,deepmsa2_9_3,0.677
124,deepmsa2_9_4,0.677
125,def_mul_comp_0,0.677
126,def_mul_comp_1,0.683
127,def_mul_comp_2,0.675
128,def_mul_comp_3,0.677
129,def_mul_comp_4,0.674
130,def_mul_drop_nos_0,0.677
131,def_mul_drop_nos_1,0.665
132,def_mul_drop_nos_2,0.677
133,def_mul_drop_nos_3,0.677
134,def_mul_drop_nos_4,0.677
135,def_mul_drop_s_0,0.681
136,def_mul_drop_s_1,0.685
137,def_mul_drop_s_2,0.671
138,def_mul_drop_s_3,0.681
139,def_mul_drop_s_4,0.677
140,def_mul_esm_msa_0,0.685
141,def_mul_esm_msa_1,0.685
142,def_mul_esm_msa_2,0.685
143,def_mul_esm_msa_3,0.685
144,def_mul_esm_msa_4,0.685
145,def_mul_not_drop_nos_0,0.672
146,def_mul_not_drop_nos_1,0.682
147,def_mul_not_drop_nos_2,0.67
148,def_mul_not_drop_nos_3,0.672
149,def_mul_not_drop_nos_4,0.691
150,def_mul_not_drop_s_0,0.688
151,def_mul_not_drop_s_1,0.676
152,def_mul_not_drop_s_2,0.683
153,def_mul_not_drop_s_3,0.674
154,def_mul_not_drop_s_4,0.676
155,def_mul_notemp_0,0.672
156,def_mul_notemp_1,0.672
157,def_mul_notemp_2,0.67
158,def_mul_notemp_3,0.674
159,def_mul_notemp_4,0.672
160,def_mul_pdb_0,0.689
161,def_mul_pdb_1,0.667
162,def_mul_pdb_2,0.67
163,def_mul_pdb_3,0.677
164,def_mul_pdb_4,0.673
165,def_mul_pdb70_0,0.696
166,def_mul_pdb70_1,0.696
167,def_mul_pdb70_2,0.696
168,def_mul_pdb70_3,0.696
169,def_mul_pdb70_4,0.696
170,def_mul_struct_0,0.681
171,def_mul_struct_1,0.641
172,def_mul_struct_2,0.681
173,def_mul_struct_3,0.677
174,def_mul_struct_4,0.677
175,default_multimer_0,0.677
176,default_multimer_1,0.677
177,default_multimer_2,0.677
178,default_multimer_3,0.685
179,default_multimer_4,0.677
180,folds_iter_1_0,0.681
181,folds_iter_1_1,0.681
182,folds_iter_1_2,0.677
183,folds_iter_1_3,0.685
184,folds_iter_1_4,0.677
185,folds_iter_2_0,0.677
186,folds_iter_2_1,0.677
187,folds_iter_2_2,0.677
188,folds_iter_2_3,0.677
189,folds_iter_2_4,0.677
190,folds_iter_esm_1_0,0.681
191,folds_iter_esm_1_1,0.677
192,folds_iter_esm_1_2,0.677
193,folds_iter_esm_1_3,0.677
194,folds_iter_esm_1_4,0.677
195,folds_iter_esm_2_0,0.681
196,folds_iter_esm_2_1,0.677
197,folds_iter_esm_2_2,0.677
198,folds_iter_esm_2_3,0.677
199,folds_iter_esm_2_4,0.677
200,folds_iter_esm_not_1_0,0.702
201,folds_iter_esm_not_1_1,0.696
202,folds_iter_esm_not_1_2,0.707
203,folds_iter_esm_not_1_3,0.707
204,folds_iter_esm_not_1_4,0.719
205,folds_iter_esm_not_2_0,0.707
206,folds_iter_esm_not_2_1,0.72
207,folds_iter_esm_not_2_2,0.712
208,folds_iter_esm_not_2_3,0.707
209,folds_iter_esm_not_2_4,0.713
210,folds_iter_esm_o_1_0,0.681
211,folds_iter_esm_o_1_1,0.677
212,folds_iter_esm_o_1_2,0.681
213,folds_iter_esm_o_1_3,0.677
214,folds_iter_esm_o_1_4,0.681
215,folds_iter_esm_o_2_0,0.681
216,folds_iter_esm_o_2_1,0.677
217,folds_iter_esm_o_2_2,0.681
218,folds_iter_esm_o_2_3,0.677
219,folds_iter_esm_o_2_4,0.681
