,model,tmscore
0,afsample_v1_0,0.595
1,afsample_v1_1,0.568
2,afsample_v1_2,0.553
3,afsample_v1_3,0.55
4,afsample_v1_4,0.548
5,afsample_v1_not_0,0.573
6,afsample_v1_not_1,0.588
7,afsample_v1_not_2,0.575
8,afsample_v1_not_3,0.564
9,afsample_v1_not_4,0.54
10,afsample_v1_r21_not_0,0.614
11,afsample_v1_r21_not_1,0.589
12,afsample_v1_r21_not_2,0.609
13,afsample_v1_r21_not_3,0.606
14,afsample_v1_r21_not_4,0.605
15,afsample_v2_0,0.541
16,afsample_v2_1,0.506
17,afsample_v2_2,0.406
18,afsample_v2_3,0.46
19,afsample_v2_4,0.261
20,afsample_v2_not_0,0.5
21,afsample_v2_not_1,0.453
22,afsample_v2_not_2,0.503
23,afsample_v2_not_3,0.251
24,afsample_v2_not_4,0.488
25,afsample_v2_r21_not_0,0.462
26,afsample_v2_r21_not_1,0.509
27,afsample_v2_r21_not_2,0.517
28,afsample_v2_r21_not_3,0.462
29,afsample_v2_r21_not_4,0.428
30,deepmsa2_0_0,0.736
31,deepmsa2_0_1,0.713
32,deepmsa2_0_2,0.675
33,deepmsa2_0_3,0.726
34,deepmsa2_0_4,0.704
35,deepmsa2_1_0,0.675
36,deepmsa2_1_1,0.723
37,deepmsa2_1_2,0.688
38,deepmsa2_1_3,0.681
39,deepmsa2_1_4,0.732
40,deepmsa2_10_0,0.443
41,deepmsa2_10_1,0.424
42,deepmsa2_10_2,0.457
43,deepmsa2_10_3,0.449
44,deepmsa2_10_4,0.665
45,deepmsa2_11_0,0.425
46,deepmsa2_11_1,0.497
47,deepmsa2_11_2,0.477
48,deepmsa2_11_3,0.462
49,deepmsa2_11_4,0.686
50,deepmsa2_12_0,0.439
51,deepmsa2_12_1,0.568
52,deepmsa2_12_2,0.485
53,deepmsa2_12_3,0.471
54,deepmsa2_12_4,0.39
55,deepmsa2_13_0,0.56
56,deepmsa2_13_1,0.399
57,deepmsa2_13_2,0.37
58,deepmsa2_13_3,0.455
59,deepmsa2_13_4,0.418
60,deepmsa2_14_0,0.656
61,deepmsa2_14_1,0.384
62,deepmsa2_14_2,0.375
63,deepmsa2_14_3,0.397
64,deepmsa2_14_4,0.449
65,deepmsa2_2_0,0.749
66,deepmsa2_2_1,0.758
67,deepmsa2_2_2,0.667
68,deepmsa2_2_3,0.68
69,deepmsa2_2_4,0.692
70,deepmsa2_3_0,0.722
71,deepmsa2_3_1,0.745
72,deepmsa2_3_2,0.719
73,deepmsa2_3_3,0.648
74,deepmsa2_3_4,0.722
75,deepmsa2_4_0,0.735
76,deepmsa2_4_1,0.754
77,deepmsa2_4_2,0.665
78,deepmsa2_4_3,0.614
79,deepmsa2_4_4,0.721
80,deepmsa2_5_0,0.655
81,deepmsa2_5_1,0.745
82,deepmsa2_5_2,0.719
83,deepmsa2_5_3,0.735
84,deepmsa2_5_4,0.661
85,deepmsa2_6_0,0.715
86,deepmsa2_6_1,0.682
87,deepmsa2_6_2,0.757
88,deepmsa2_6_3,0.684
89,deepmsa2_6_4,0.623
90,deepmsa2_7_0,0.742
91,deepmsa2_7_1,0.697
92,deepmsa2_7_2,0.738
93,deepmsa2_7_3,0.676
94,deepmsa2_7_4,0.677
95,deepmsa2_8_0,0.634
96,deepmsa2_8_1,0.615
97,deepmsa2_8_2,0.722
98,deepmsa2_8_3,0.723
99,deepmsa2_8_4,0.686
100,deepmsa2_9_0,0.729
101,deepmsa2_9_1,0.627
102,deepmsa2_9_2,0.648
103,deepmsa2_9_3,0.701
104,deepmsa2_9_4,0.691
105,def_mul_comp_0,0.639
106,def_mul_comp_1,0.607
107,def_mul_comp_2,0.616
108,def_mul_comp_3,0.452
109,def_mul_comp_4,0.589
110,def_mul_drop_nos_0,0.527
111,def_mul_drop_nos_1,0.587
112,def_mul_drop_nos_2,0.497
113,def_mul_drop_nos_3,0.554
114,def_mul_drop_nos_4,0.571
115,def_mul_drop_s_0,0.547
116,def_mul_drop_s_1,0.486
117,def_mul_drop_s_2,0.536
118,def_mul_drop_s_3,0.516
119,def_mul_drop_s_4,0.527
120,def_mul_esm_msa_0,0.513
121,def_mul_esm_msa_1,0.521
122,def_mul_esm_msa_2,0.514
123,def_mul_esm_msa_3,0.481
124,def_mul_esm_msa_4,0.478
125,def_mul_not_drop_nos_0,0.131
126,def_mul_not_drop_nos_1,0.115
127,def_mul_not_drop_nos_2,0.14
128,def_mul_not_drop_nos_3,0.154
129,def_mul_not_drop_nos_4,0.141
130,def_mul_not_drop_s_0,0.234
131,def_mul_not_drop_s_1,0.142
132,def_mul_not_drop_s_2,0.161
133,def_mul_not_drop_s_3,0.146
134,def_mul_not_drop_s_4,0.151
135,def_mul_notemp_0,0.129
136,def_mul_notemp_1,0.081
137,def_mul_notemp_2,0.15
138,def_mul_notemp_3,0.131
139,def_mul_notemp_4,0.184
140,def_mul_pdb_0,0.606
141,def_mul_pdb_1,0.544
142,def_mul_pdb_2,0.539
143,def_mul_pdb_3,0.514
144,def_mul_pdb_4,0.509
145,def_mul_pdb70_0,0.306
146,def_mul_pdb70_1,0.321
147,def_mul_pdb70_2,0.374
148,def_mul_pdb70_3,0.411
149,def_mul_pdb70_4,0.401
150,def_mul_struct_0,0.383
151,def_mul_struct_1,0.525
152,def_mul_struct_2,0.28
153,def_mul_struct_3,0.249
154,def_mul_struct_4,0.23
155,default_multimer_0,0.658
156,default_multimer_1,0.511
157,default_multimer_2,0.516
158,default_multimer_3,0.349
159,default_multimer_4,0.61
160,folds_iter_1_0,0.266
161,folds_iter_1_1,0.376
162,folds_iter_1_2,0.284
163,folds_iter_1_3,0.471
164,folds_iter_1_4,0.432
165,folds_iter_2_0,0.601
166,folds_iter_2_1,0.596
167,folds_iter_2_2,0.568
168,folds_iter_2_3,0.533
169,folds_iter_2_4,0.597
170,folds_iter_esm_1_0,0.617
171,folds_iter_esm_1_1,0.473
172,folds_iter_esm_1_2,0.545
173,folds_iter_esm_1_3,0.575
174,folds_iter_esm_1_4,0.457
175,folds_iter_esm_2_0,0.577
176,folds_iter_esm_2_1,0.656
177,folds_iter_esm_2_2,0.645
178,folds_iter_esm_2_3,0.483
179,folds_iter_esm_2_4,0.441
180,folds_iter_esm_not_1_0,0.052
181,folds_iter_esm_not_1_1,0.119
182,folds_iter_esm_not_1_2,0.114
183,folds_iter_esm_not_1_3,0.145
184,folds_iter_esm_not_1_4,0.143
185,folds_iter_esm_not_2_0,0.161
186,folds_iter_esm_not_2_1,0.13
187,folds_iter_esm_not_2_2,0.151
188,folds_iter_esm_not_2_3,0.126
189,folds_iter_esm_not_2_4,0.133
190,folds_iter_esm_o_1_0,0.53
191,folds_iter_esm_o_1_1,0.668
192,folds_iter_esm_o_1_2,0.649
193,folds_iter_esm_o_1_3,0.634
194,folds_iter_esm_o_1_4,0.486
195,folds_iter_esm_o_2_0,0.662
196,folds_iter_esm_o_2_1,0.466
197,folds_iter_esm_o_2_2,0.598
198,folds_iter_esm_o_2_3,0.626
199,folds_iter_esm_o_2_4,0.622
200,folds_iter_esm_o_not_1_0,0.154
201,folds_iter_esm_o_not_1_1,0.145
202,folds_iter_esm_o_not_1_2,0.146
203,folds_iter_esm_o_not_1_3,0.132
204,folds_iter_esm_o_not_1_4,0.116
205,folds_iter_esm_o_not_2_0,0.123
206,folds_iter_esm_o_not_2_1,0.161
207,folds_iter_esm_o_not_2_2,0.152
208,folds_iter_esm_o_not_2_3,0.035
209,folds_iter_esm_o_not_2_4,0.123
210,folds_iter_not_1_0,0.118
211,folds_iter_not_1_1,0.124
212,folds_iter_not_1_2,0.123
213,folds_iter_not_1_3,0.145
214,folds_iter_not_1_4,0.159
215,folds_iter_not_2_0,0.101
216,folds_iter_not_2_1,0.09
217,folds_iter_not_2_2,0.167
218,folds_iter_not_2_3,0.154
219,folds_iter_not_2_4,0.137
220,folds_iter_o_1_0,0.594
221,folds_iter_o_1_1,0.61
222,folds_iter_o_1_2,0.617
223,folds_iter_o_1_3,0.247
224,folds_iter_o_1_4,0.259
225,folds_iter_o_2_0,0.641
226,folds_iter_o_2_1,0.605
227,folds_iter_o_2_2,0.598
228,folds_iter_o_2_3,0.585
229,folds_iter_o_2_4,0.603
230,folds_iter_o_not_1_0,0.122
231,folds_iter_o_not_1_1,0.147
232,folds_iter_o_not_1_2,0.146
233,folds_iter_o_not_1_3,0.149
234,folds_iter_o_not_1_4,0.157
235,folds_iter_o_not_2_0,0.116
236,folds_iter_o_not_2_1,0.12
237,folds_iter_o_not_2_2,0.161
238,folds_iter_o_not_2_3,0.088
239,folds_iter_o_not_2_4,0.166
240,pdb_inter_prot_sto_0,0.494
241,pdb_inter_prot_sto_1,0.508
242,pdb_inter_prot_sto_2,0.506
243,pdb_inter_prot_sto_3,0.5
244,pdb_inter_prot_sto_4,0.481
245,pdb_inter_ref_a3m_0,0.721
246,pdb_inter_ref_a3m_1,0.747
247,pdb_inter_ref_a3m_2,0.688
248,pdb_inter_ref_a3m_3,0.702
249,pdb_inter_ref_a3m_4,0.678
250,pdb_inter_ref_sto_0,0.738
251,pdb_inter_ref_sto_1,0.638
252,pdb_inter_ref_sto_2,0.661
253,pdb_inter_ref_sto_3,0.595
254,pdb_inter_ref_sto_4,0.634
255,spec_comp_0,0.731
256,spec_comp_1,0.606
257,spec_comp_2,0.631
258,spec_comp_3,0.679
259,spec_comp_4,0.611
260,spec_inter_prot_sto_0,0.396
261,spec_inter_prot_sto_1,0.398
262,spec_inter_prot_sto_2,0.386
263,spec_inter_prot_sto_3,0.437
264,spec_inter_prot_sto_4,0.389
265,spec_inter_ref_a3m_0,0.731
266,spec_inter_ref_a3m_1,0.735
267,spec_inter_ref_a3m_2,0.723
268,spec_inter_ref_a3m_3,0.721
269,spec_inter_ref_a3m_4,0.649
270,spec_inter_ref_sto_0,0.497
271,spec_inter_ref_sto_1,0.461
272,spec_inter_ref_sto_2,0.514
