,model,tmscore
0,af3_jian_0,0.127
1,af3_jian_1,0.127
2,af3_jian_2,0.127
3,af3_jian_3,0.127
4,af3_jian_4,0.127
5,af3_jian_5,0.127
6,af3_jian_6,0.127
7,af3_jian_7,0.127
8,af3_jian_8,0.127
9,af3_jian_9,0.127
10,af3_pawan_0,0.126
11,af3_pawan_1,0.126
12,af3_pawan_2,0.126
13,af3_pawan_3,0.126
14,af3_pawan_4,0.126
15,af3_pawan_5,0.126
16,af3_pawan_6,0.126
17,af3_pawan_7,0.126
18,af3_pawan_8,0.126
19,af3_pawan_9,0.126
20,afsample_v1_0,0.791
21,afsample_v1_1,0.791
22,afsample_v1_2,0.791
23,afsample_v1_3,0.791
24,afsample_v1_4,0.791
25,afsample_v1_5,0.791
26,afsample_v1_6,0.791
27,afsample_v1_7,0.791
28,afsample_v1_8,0.791
29,afsample_v1_9,0.791
30,afsample_v1_not_0,0.788
31,afsample_v1_not_1,0.788
32,afsample_v1_not_2,0.788
33,afsample_v1_not_3,0.788
34,afsample_v1_not_4,0.788
35,afsample_v1_not_5,0.788
36,afsample_v1_not_6,0.788
37,afsample_v1_not_7,0.788
38,afsample_v1_not_8,0.788
39,afsample_v1_not_9,0.788
40,afsample_v1_r21_not_0,0.863
41,afsample_v1_r21_not_1,0.863
42,afsample_v1_r21_not_2,0.863
43,afsample_v1_r21_not_3,0.863
44,afsample_v1_r21_not_4,0.863
45,afsample_v1_r21_not_5,0.863
46,afsample_v1_r21_not_6,0.863
47,afsample_v1_r21_not_7,0.863
48,afsample_v1_r21_not_8,0.863
49,afsample_v1_r21_not_9,0.863
50,afsample_v2_0,0.175
51,afsample_v2_1,0.175
52,afsample_v2_2,0.175
53,afsample_v2_3,0.175
54,afsample_v2_4,0.175
55,afsample_v2_5,0.175
56,afsample_v2_6,0.175
57,afsample_v2_7,0.175
58,afsample_v2_8,0.175
59,afsample_v2_9,0.175
60,afsample_v2_not_0,0.124
61,afsample_v2_not_1,0.124
62,afsample_v2_not_2,0.124
63,afsample_v2_not_3,0.124
64,afsample_v2_not_4,0.124
65,afsample_v2_not_5,0.124
66,afsample_v2_not_6,0.124
67,afsample_v2_not_7,0.124
68,afsample_v2_not_8,0.124
69,afsample_v2_not_9,0.124
70,afsample_v2_r21_not_0,0.164
71,afsample_v2_r21_not_1,0.164
72,afsample_v2_r21_not_2,0.164
73,afsample_v2_r21_not_3,0.164
74,afsample_v2_r21_not_4,0.164
75,afsample_v2_r21_not_5,0.164
76,afsample_v2_r21_not_6,0.164
77,afsample_v2_r21_not_7,0.164
78,afsample_v2_r21_not_8,0.164
79,afsample_v2_r21_not_9,0.164
80,deepmsa2_0_0,0.028
81,deepmsa2_0_1,0.028
82,deepmsa2_0_2,0.028
83,deepmsa2_0_3,0.028
84,deepmsa2_0_4,0.028
85,deepmsa2_0_5,0.028
86,deepmsa2_0_6,0.028
87,deepmsa2_0_7,0.028
88,deepmsa2_0_8,0.028
89,deepmsa2_0_9,0.028
90,deepmsa2_1_0,0.035
91,deepmsa2_1_1,0.035
92,deepmsa2_1_2,0.035
93,deepmsa2_1_3,0.035
94,deepmsa2_1_4,0.035
95,deepmsa2_1_5,0.035
96,deepmsa2_1_6,0.035
97,deepmsa2_1_7,0.035
98,deepmsa2_1_8,0.035
99,deepmsa2_1_9,0.035
100,deepmsa2_10_0,0.055
101,deepmsa2_10_1,0.055
102,deepmsa2_10_2,0.055
103,deepmsa2_10_3,0.055
104,deepmsa2_10_4,0.055
105,deepmsa2_10_5,0.055
106,deepmsa2_10_6,0.055
107,deepmsa2_10_7,0.055
108,deepmsa2_10_8,0.055
109,deepmsa2_10_9,0.055
110,deepmsa2_11_0,0.027
111,deepmsa2_11_1,0.027
112,deepmsa2_11_2,0.027
113,deepmsa2_11_3,0.027
114,deepmsa2_11_4,0.027
115,deepmsa2_11_5,0.027
116,deepmsa2_11_6,0.027
117,deepmsa2_11_7,0.027
118,deepmsa2_11_8,0.027
119,deepmsa2_11_9,0.027
120,deepmsa2_12_0,0.026
121,deepmsa2_12_1,0.026
122,deepmsa2_12_2,0.026
123,deepmsa2_12_3,0.026
124,deepmsa2_12_4,0.026
125,deepmsa2_12_5,0.026
126,deepmsa2_12_6,0.026
127,deepmsa2_12_7,0.026
128,deepmsa2_12_8,0.026
129,deepmsa2_12_9,0.026
130,deepmsa2_13_0,0.027
131,deepmsa2_13_1,0.027
132,deepmsa2_13_2,0.027
133,deepmsa2_13_3,0.027
134,deepmsa2_13_4,0.027
135,deepmsa2_13_5,0.027
136,deepmsa2_13_6,0.027
137,deepmsa2_13_7,0.027
138,deepmsa2_13_8,0.027
139,deepmsa2_13_9,0.027
140,deepmsa2_14_0,0.033
141,deepmsa2_14_1,0.033
142,deepmsa2_14_2,0.033
143,deepmsa2_14_3,0.033
144,deepmsa2_14_4,0.033
145,deepmsa2_14_5,0.033
146,deepmsa2_14_6,0.033
147,deepmsa2_14_7,0.033
