,model,tmscore
0,af3_jian_0,0.233
1,af3_jian_1,0.23
2,af3_jian_2,0.23
3,af3_jian_3,0.273
4,af3_jian_4,0.226
5,af3_jian_5,0.313
6,af3_jian_6,0.441
7,af3_jian_7,0.228
8,af3_jian_8,0.323
9,af3_jian_9,0.32
10,af3_pawan_0,0.247
11,af3_pawan_1,0.237
12,af3_pawan_2,0.29
13,af3_pawan_3,0.235
14,af3_pawan_4,0.302
15,af3_pawan_5,0.452
16,af3_pawan_6,0.281
17,af3_pawan_7,0.32
18,af3_pawan_8,0.464
19,af3_pawan_9,0.225
20,afsample_v1_0,0.242
21,afsample_v1_1,0.238
22,afsample_v1_2,0.252
23,afsample_v1_3,0.201
24,afsample_v1_4,0.246
25,afsample_v1_not_0,0.243
26,afsample_v1_not_1,0.243
27,afsample_v1_not_2,0.235
28,afsample_v1_not_3,0.221
29,afsample_v1_not_4,0.264
30,afsample_v2_0,0.239
31,afsample_v2_1,0.244
32,afsample_v2_2,0.249
33,afsample_v2_3,0.25
34,afsample_v2_4,0.322
35,afsample_v2_not_0,0.232
36,afsample_v2_not_1,0.244
37,afsample_v2_not_2,0.236
38,afsample_v2_not_3,0.26
39,afsample_v2_not_4,0.226
40,afsample_v2_r21_not_0,0.238
41,afsample_v2_r21_not_1,0.235
42,afsample_v2_r21_not_2,0.236
43,afsample_v2_r21_not_3,0.224
44,afsample_v2_r21_not_4,0.236
45,colabfold_casp16_web_0,0.292
46,colabfold_casp16_web_1,0.32
47,colabfold_casp16_web_2,0.262
48,colabfold_casp16_web_3,0.243
49,colabfold_casp16_web_4,0.242
50,colabfold_casp16_web_not_0,0.316
51,colabfold_casp16_web_not_1,0.314
52,colabfold_casp16_web_not_2,0.3
53,colabfold_casp16_web_not_3,0.306
54,colabfold_casp16_web_not_4,0.286
55,def_mul_comp_0,0.317
56,def_mul_comp_1,0.32
57,def_mul_comp_2,0.313
58,def_mul_comp_3,0.319
59,def_mul_comp_4,0.27
60,def_mul_drop_nos_0,0.314
61,def_mul_drop_nos_1,0.312
62,def_mul_drop_nos_2,0.319
63,def_mul_drop_nos_3,0.315
64,def_mul_drop_nos_4,0.322
65,def_mul_drop_s_0,0.282
66,def_mul_drop_s_1,0.301
67,def_mul_drop_s_2,0.312
68,def_mul_drop_s_3,0.315
69,def_mul_drop_s_4,0.309
70,def_mul_esm_msa_0,0.295
71,def_mul_esm_msa_1,0.295
72,def_mul_esm_msa_2,0.312
73,def_mul_esm_msa_3,0.249
74,def_mul_esm_msa_4,0.287
75,def_mul_not_drop_nos_0,0.311
76,def_mul_not_drop_nos_1,0.316
77,def_mul_not_drop_nos_2,0.316
78,def_mul_not_drop_nos_3,0.31
79,def_mul_not_drop_nos_4,0.326
80,def_mul_not_drop_s_0,0.309
81,def_mul_not_drop_s_1,0.311
82,def_mul_not_drop_s_2,0.294
83,def_mul_not_drop_s_3,0.281
84,def_mul_not_drop_s_4,0.309
85,def_mul_notemp_0,0.303
86,def_mul_notemp_1,0.303
87,def_mul_notemp_2,0.274
88,def_mul_notemp_3,0.285
89,def_mul_notemp_4,0.32
90,def_mul_pdb_0,0.296
91,def_mul_pdb_1,0.293
92,def_mul_pdb_2,0.32
93,def_mul_pdb_3,0.316
94,def_mul_pdb_4,0.288
95,def_mul_pdb70_0,0.293
96,def_mul_pdb70_1,0.298
97,def_mul_pdb70_2,0.32
98,def_mul_pdb70_3,0.292
99,def_mul_pdb70_4,0.285
100,default_multimer_0,0.298
101,default_multimer_1,0.294
102,default_multimer_2,0.284
103,default_multimer_3,0.281
104,default_multimer_4,0.309
105,pdb_inter_prot_sto_0,0.25
106,pdb_inter_prot_sto_1,0.255
107,pdb_inter_prot_sto_2,0.24
108,pdb_inter_prot_sto_3,0.24
109,pdb_inter_prot_sto_4,0.278
110,pdb_inter_ref_a3m_0,0.296
111,pdb_inter_ref_a3m_1,0.242
112,pdb_inter_ref_a3m_2,0.248
113,pdb_inter_ref_a3m_3,0.25
114,pdb_inter_ref_a3m_4,0.182
115,pdb_inter_ref_sto_0,0.249
116,pdb_inter_ref_sto_1,0.243
117,pdb_inter_ref_sto_2,0.247
118,pdb_inter_ref_sto_3,0.24
119,pdb_inter_ref_sto_4,0.238
120,spec_comp_0,0.191
121,spec_comp_1,0.197
122,spec_comp_2,0.453
123,spec_comp_3,0.292
124,spec_comp_4,0.29
125,spec_inter_prot_sto_0,0.294
126,spec_inter_prot_sto_1,0.291
127,spec_inter_prot_sto_2,0.304
128,spec_inter_prot_sto_3,0.299
129,spec_inter_prot_sto_4,0.285
130,spec_inter_ref_a3m_0,0.189
131,spec_inter_ref_a3m_1,0.189
132,spec_inter_ref_a3m_2,0.475
133,spec_inter_ref_a3m_3,0.189
134,spec_inter_ref_a3m_4,0.288
135,spec_inter_ref_sto_0,0.311
136,spec_inter_ref_sto_1,0.321
137,spec_inter_ref_sto_2,0.314
138,spec_inter_ref_sto_3,0.283
139,spec_inter_ref_sto_4,0.315
140,spec_pdb_0,0.189
141,spec_pdb_1,0.296
142,spec_pdb_2,0.271
143,spec_pdb_3,0.274
144,spec_pdb_4,0.288
145,spec_pdb70_0,0.191
146,spec_pdb70_1,0.189
147,spec_pdb70_2,0.292
148,spec_pdb70_3,0.299
149,spec_pdb70_4,0.421
150,uniclust_ox_a3m_0,0.198
151,uniclust_ox_a3m_1,0.203
152,uniclust_ox_a3m_2,0.427
153,uniclust_ox_a3m_3,0.286
154,uniclust_ox_a3m_4,0.423
