,model,tmscore
0,af3_jian_0,0.91
1,af3_jian_1,0.906
2,af3_jian_2,0.903
3,af3_jian_3,0.895
4,af3_jian_4,0.893
5,af3_jian_5,0.891
6,af3_jian_6,0.892
7,af3_jian_7,0.873
8,af3_jian_8,0.912
9,af3_jian_9,0.918
10,af3_pawan_0,0.907
11,af3_pawan_1,0.909
12,af3_pawan_2,0.909
13,af3_pawan_3,0.919
14,af3_pawan_4,0.905
15,af3_pawan_5,0.924
16,af3_pawan_6,0.921
17,af3_pawan_7,0.906
18,af3_pawan_8,0.911
19,af3_pawan_9,0.907
20,afsample_v1_0,0.873
21,afsample_v1_1,0.872
22,afsample_v1_2,0.873
23,afsample_v1_3,0.868
24,afsample_v1_4,0.88
25,afsample_v1_not_0,0.867
26,afsample_v1_not_1,0.873
27,afsample_v1_not_2,0.87
28,afsample_v1_not_3,0.872
29,afsample_v1_not_4,0.871
30,afsample_v1_r21_not_0,0.855
31,afsample_v1_r21_not_1,0.857
32,afsample_v1_r21_not_2,0.861
33,afsample_v1_r21_not_3,0.859
34,afsample_v1_r21_not_4,0.852
35,afsample_v2_0,0.876
36,afsample_v2_1,0.88
37,afsample_v2_2,0.882
38,afsample_v2_3,0.877
39,afsample_v2_4,0.875
40,afsample_v2_not_0,0.874
41,afsample_v2_not_1,0.884
42,afsample_v2_not_2,0.868
43,afsample_v2_not_3,0.882
44,afsample_v2_not_4,0.874
45,afsample_v2_r21_not_0,0.876
46,afsample_v2_r21_not_1,0.875
47,afsample_v2_r21_not_2,0.881
48,afsample_v2_r21_not_3,0.88
49,afsample_v2_r21_not_4,0.881
50,colabfold_casp16_web_0,0.856
51,colabfold_casp16_web_1,0.861
52,colabfold_casp16_web_2,0.852
53,colabfold_casp16_web_3,0.852
54,colabfold_casp16_web_4,0.853
55,colabfold_casp16_web_not_0,0.879
56,colabfold_casp16_web_not_1,0.865
57,colabfold_casp16_web_not_2,0.88
58,colabfold_casp16_web_not_3,0.872
59,colabfold_casp16_web_not_4,0.877
60,deepmsa2_0_0,0.871
61,deepmsa2_0_1,0.854
62,deepmsa2_0_2,0.883
63,deepmsa2_0_3,0.874
64,deepmsa2_0_4,0.869
65,deepmsa2_1_0,0.861
66,deepmsa2_1_1,0.873
67,deepmsa2_1_2,0.872
68,deepmsa2_1_3,0.872
69,deepmsa2_1_4,0.882
70,deepmsa2_2_0,0.882
71,deepmsa2_2_1,0.887
72,deepmsa2_2_2,0.885
73,deepmsa2_2_3,0.883
74,deepmsa2_2_4,0.887
75,deepmsa2_3_0,0.888
76,deepmsa2_3_1,0.888
77,deepmsa2_3_2,0.884
78,deepmsa2_3_3,0.887
79,deepmsa2_3_4,0.885
80,def_mul_comp_0,0.838
81,def_mul_comp_1,0.831
82,def_mul_comp_2,0.83
83,def_mul_comp_3,0.826
84,def_mul_comp_4,0.824
85,def_mul_drop_nos_0,0.858
86,def_mul_drop_nos_1,0.88
87,def_mul_drop_nos_2,0.86
88,def_mul_drop_nos_3,0.856
89,def_mul_drop_nos_4,0.859
90,def_mul_drop_s_0,0.857
91,def_mul_drop_s_1,0.86
92,def_mul_drop_s_2,0.862
93,def_mul_drop_s_3,0.859
94,def_mul_drop_s_4,0.881
95,def_mul_esm_msa_0,0.857
96,def_mul_esm_msa_1,0.859
97,def_mul_esm_msa_2,0.866
98,def_mul_esm_msa_3,0.85
99,def_mul_esm_msa_4,0.863
100,def_mul_not_drop_nos_0,0.863
101,def_mul_not_drop_nos_1,0.865
102,def_mul_not_drop_nos_2,0.879
103,def_mul_not_drop_nos_3,0.863
104,def_mul_not_drop_nos_4,0.857
105,def_mul_not_drop_s_0,0.881
106,def_mul_not_drop_s_1,0.87
107,def_mul_not_drop_s_2,0.888
108,def_mul_not_drop_s_3,0.879
109,def_mul_not_drop_s_4,0.864
110,def_mul_notemp_0,0.86
111,def_mul_notemp_1,0.857
112,def_mul_notemp_2,0.865
113,def_mul_notemp_3,0.86
114,def_mul_notemp_4,0.865
115,def_mul_pdb_0,0.828
116,def_mul_pdb_1,0.826
117,def_mul_pdb_2,0.824
118,def_mul_pdb_3,0.837
119,def_mul_pdb_4,0.832
120,def_mul_pdb70_0,0.85
121,def_mul_pdb70_1,0.852
122,def_mul_pdb70_2,0.854
123,def_mul_pdb70_3,0.851
124,def_mul_pdb70_4,0.853
125,def_mul_struct_0,0.835
126,def_mul_struct_1,0.834
127,def_mul_struct_2,0.839
128,def_mul_struct_3,0.837
129,def_mul_struct_4,0.836
130,default_multimer_0,0.851
131,default_multimer_1,0.857
132,default_multimer_2,0.861
133,default_multimer_3,0.858
134,default_multimer_4,0.848
135,folds_iter_1_0,0.836
136,folds_iter_1_1,0.827
137,folds_iter_1_2,0.832
138,folds_iter_1_3,0.835
139,folds_iter_1_4,0.832
140,folds_iter_2_0,0.826
141,folds_iter_2_1,0.839
142,folds_iter_2_2,0.843
143,folds_iter_2_3,0.833
144,folds_iter_2_4,0.839
145,folds_iter_esm_1_0,0.861
146,folds_iter_esm_1_1,0.852
147,folds_iter_esm_1_2,0.86
148,folds_iter_esm_1_3,0.862
149,folds_iter_esm_1_4,0.863
150,folds_iter_esm_2_0,0.866
151,folds_iter_esm_2_1,0.86
152,folds_iter_esm_2_2,0.863
153,folds_iter_esm_2_3,0.862
154,folds_iter_esm_2_4,0.849
155,folds_iter_esm_not_1_0,0.857
156,folds_iter_esm_not_1_1,0.857
157,folds_iter_esm_not_1_2,0.868
158,folds_iter_esm_not_1_3,0.858
159,folds_iter_esm_not_1_4,0.854
160,folds_iter_esm_not_2_0,0.869
161,folds_iter_esm_not_2_1,0.878
162,folds_iter_esm_not_2_2,0.857
163,folds_iter_esm_not_2_3,0.866
164,folds_iter_esm_not_2_4,0.862
165,folds_iter_esm_o_1_0,0.865
166,folds_iter_esm_o_1_1,0.864
167,folds_iter_esm_o_1_2,0.861
168,folds_iter_esm_o_1_3,0.862
169,folds_iter_esm_o_1_4,0.857
170,folds_iter_esm_o_2_0,0.853
171,folds_iter_esm_o_2_1,0.853
172,folds_iter_esm_o_2_2,0.862
173,folds_iter_esm_o_2_3,0.859
174,folds_iter_esm_o_2_4,0.849
175,folds_iter_esm_o_not_1_0,0.868
176,folds_iter_esm_o_not_1_1,0.865
177,folds_iter_esm_o_not_1_2,0.865
178,folds_iter_esm_o_not_1_3,0.857
179,folds_iter_esm_o_not_1_4,0.86
180,folds_iter_esm_o_not_2_0,0.858
181,folds_iter_esm_o_not_2_1,0.857
182,folds_iter_esm_o_not_2_2,0.862
183,folds_iter_esm_o_not_2_3,0.879
184,folds_iter_esm_o_not_2_4,0.862
185,folds_iter_not_1_0,0.857
186,folds_iter_not_1_1,0.866
187,folds_iter_not_1_2,0.857
188,folds_iter_not_1_3,0.865
189,folds_iter_not_1_4,0.865
190,folds_iter_not_2_0,0.859
191,folds_iter_not_2_1,0.857
192,folds_iter_not_2_2,0.866
193,folds_iter_not_2_3,0.879
194,folds_iter_not_2_4,0.859
195,folds_iter_o_1_0,0.837
196,folds_iter_o_1_1,0.827
197,folds_iter_o_1_2,0.836
198,folds_iter_o_1_3,0.831
199,folds_iter_o_1_4,0.848
200,folds_iter_o_2_0,0.837
201,folds_iter_o_2_1,0.837
202,folds_iter_o_2_2,0.838
203,folds_iter_o_2_3,0.841
204,folds_iter_o_2_4,0.833
205,folds_iter_o_not_1_0,0.859
206,folds_iter_o_not_1_1,0.859
207,folds_iter_o_not_1_2,0.857
208,folds_iter_o_not_1_3,0.859
209,folds_iter_o_not_1_4,0.855
