,model,tmscore
0,afsample_v1_0,0.005
1,afsample_v1_1,0.13
2,afsample_v1_2,0.009
3,afsample_v1_3,0.144
4,afsample_v1_4,0.009
5,afsample_v1_not_0,0.005
6,afsample_v1_not_1,0.067
7,afsample_v1_not_2,0.008
8,afsample_v1_not_3,0.008
9,afsample_v1_not_4,0.018
10,afsample_v1_r21_not_0,0.147
11,afsample_v1_r21_not_1,0.006
12,afsample_v1_r21_not_2,0.314
13,afsample_v1_r21_not_3,0.008
14,afsample_v1_r21_not_4,0.283
15,afsample_v2_0,0.004
16,afsample_v2_1,0.004
17,afsample_v2_2,0.004
18,afsample_v2_3,0.004
19,afsample_v2_4,0.004
20,afsample_v2_not_0,0.004
21,afsample_v2_not_1,0.004
22,afsample_v2_not_2,0.004
23,afsample_v2_not_3,0.004
24,afsample_v2_not_4,0.004
25,afsample_v2_r21_not_0,0.193
26,afsample_v2_r21_not_1,0.004
27,afsample_v2_r21_not_2,0.004
28,afsample_v2_r21_not_3,0.004
29,afsample_v2_r21_not_4,0.193
30,deepmsa2_0_0,0.587
31,deepmsa2_0_1,0.004
32,deepmsa2_0_2,0.004
33,deepmsa2_0_3,0.004
34,deepmsa2_0_4,0.004
35,deepmsa2_1_0,0.616
36,deepmsa2_1_1,0.604
37,deepmsa2_1_2,0.604
38,deepmsa2_1_3,0.608
39,deepmsa2_1_4,0.598
40,deepmsa2_2_0,0.61
41,deepmsa2_2_1,0.602
42,deepmsa2_2_2,0.601
43,deepmsa2_2_3,0.161
44,deepmsa2_2_4,0.152
45,deepmsa2_3_0,0.608
46,deepmsa2_3_1,0.575
47,deepmsa2_3_2,0.16
48,deepmsa2_3_3,0.152
49,deepmsa2_3_4,0.158
50,deepmsa2_4_0,0.573
51,deepmsa2_4_1,0.004
52,deepmsa2_4_2,0.004
53,deepmsa2_4_3,0.601
54,deepmsa2_4_4,0.158
55,deepmsa2_5_0,0.004
56,deepmsa2_5_1,0.004
57,deepmsa2_5_2,0.004
58,deepmsa2_5_3,0.004
59,deepmsa2_5_4,0.004
60,deepmsa2_6_0,0.595
61,deepmsa2_6_1,0.004
62,deepmsa2_6_2,0.589
63,deepmsa2_6_3,0.57
64,deepmsa2_6_4,0.466
65,def_mul_comp_0,0.656
66,def_mul_comp_1,0.591
67,def_mul_comp_2,0.531
68,def_mul_comp_3,0.634
69,def_mul_comp_4,0.516
70,def_mul_drop_nos_0,0.004
71,def_mul_drop_nos_1,0.004
72,def_mul_drop_nos_2,0.004
73,def_mul_drop_nos_3,0.004
74,def_mul_drop_nos_4,0.004
75,def_mul_drop_s_0,0.004
76,def_mul_drop_s_1,0.004
77,def_mul_drop_s_2,0.004
78,def_mul_drop_s_3,0.004
79,def_mul_drop_s_4,0.004
80,def_mul_esm_msa_0,0.004
81,def_mul_esm_msa_1,0.004
82,def_mul_esm_msa_2,0.004
83,def_mul_esm_msa_3,0.004
84,def_mul_esm_msa_4,0.004
85,def_mul_not_drop_nos_0,0.346
86,def_mul_not_drop_nos_1,0.588
87,def_mul_not_drop_nos_2,0.181
88,def_mul_not_drop_nos_3,0.213
89,def_mul_not_drop_nos_4,0.595
90,def_mul_not_drop_s_0,0.372
91,def_mul_not_drop_s_1,0.373
92,def_mul_not_drop_s_2,0.516
93,def_mul_not_drop_s_3,0.539
94,def_mul_not_drop_s_4,0.172
95,def_mul_notemp_0,0.004
96,def_mul_notemp_1,0.004
97,def_mul_notemp_2,0.503
98,def_mul_notemp_3,0.004
99,def_mul_notemp_4,0.523
100,def_mul_pdb_0,0.004
101,def_mul_pdb_1,0.004
102,def_mul_pdb_2,0.004
103,def_mul_pdb_3,0.004
104,def_mul_pdb_4,0.004
105,def_mul_pdb70_0,0.649
106,def_mul_pdb70_1,0.575
107,def_mul_pdb70_2,0.604
108,def_mul_pdb70_3,0.004
109,def_mul_pdb70_4,0.004
110,def_mul_struct_0,0.612
111,def_mul_struct_1,0.62
112,def_mul_struct_2,0.464
113,def_mul_struct_3,0.624
114,def_mul_struct_4,0.468
115,default_multimer_0,0.004
116,default_multimer_1,0.004
117,default_multimer_2,0.004
118,default_multimer_3,0.004
119,default_multimer_4,0.004
120,pdb_inter_prot_sto_0,0.004
121,pdb_inter_prot_sto_1,0.004
122,pdb_inter_prot_sto_2,0.004
123,pdb_inter_prot_sto_3,0.004
124,pdb_inter_prot_sto_4,0.004
125,pdb_inter_ref_a3m_0,0.127
126,pdb_inter_ref_a3m_1,0.447
127,pdb_inter_ref_a3m_2,0.125
128,pdb_inter_ref_a3m_3,0.128
129,pdb_inter_ref_a3m_4,0.128
130,spec_comp_0,0.598
131,spec_comp_1,0.582
132,spec_comp_2,0.569
133,spec_comp_3,0.548
134,spec_comp_4,0.558
135,spec_inter_prot_sto_0,0.004
136,spec_inter_prot_sto_1,0.004
137,spec_inter_prot_sto_2,0.004
138,spec_inter_prot_sto_3,0.004
139,spec_inter_prot_sto_4,0.004
140,spec_inter_ref_a3m_0,0.591
141,spec_inter_ref_a3m_1,0.565
142,spec_inter_ref_a3m_2,0.575
143,spec_inter_ref_a3m_3,0.574
144,spec_inter_ref_a3m_4,0.515
145,spec_pdb_0,0.611
146,spec_pdb_1,0.619
147,spec_pdb_2,0.606
148,spec_pdb_3,0.561
149,spec_pdb_4,0.568
150,spec_pdb70_0,0.572
151,spec_pdb70_1,0.576
152,spec_pdb70_2,0.561
153,spec_pdb70_3,0.566
154,spec_pdb70_4,0.576
