,model,tmscore
0,af3_jian_0,0.546
1,af3_jian_1,0.551
2,af3_jian_2,0.536
3,af3_jian_3,0.546
4,af3_jian_4,0.538
5,af3_jian_5,0.572
6,af3_jian_6,0.54
7,af3_jian_7,0.551
8,af3_jian_8,0.548
9,af3_jian_9,0.544
10,af3_pawan_0,0.526
11,af3_pawan_1,0.542
12,af3_pawan_2,0.55
13,af3_pawan_3,0.552
14,af3_pawan_4,0.542
15,af3_pawan_5,0.549
16,af3_pawan_6,0.551
17,af3_pawan_7,0.559
18,af3_pawan_8,0.543
19,af3_pawan_9,0.543
20,afsample_v1_0,0.566
21,afsample_v1_1,0.558
22,afsample_v1_2,0.548
23,afsample_v1_3,0.564
24,afsample_v1_4,0.564
25,afsample_v1_not_0,0.562
26,afsample_v1_not_1,0.56
27,afsample_v1_not_2,0.569
28,afsample_v1_not_3,0.567
29,afsample_v1_not_4,0.571
30,afsample_v1_r21_not_0,0.563
31,afsample_v1_r21_not_1,0.564
32,afsample_v1_r21_not_2,0.564
33,afsample_v1_r21_not_3,0.564
34,afsample_v1_r21_not_4,0.564
35,afsample_v2_0,0.573
36,afsample_v2_1,0.593
37,afsample_v2_2,0.58
38,afsample_v2_3,0.578
39,afsample_v2_4,0.589
40,afsample_v2_not_0,0.553
41,afsample_v2_not_1,0.548
42,afsample_v2_not_2,0.576
43,afsample_v2_not_3,0.572
44,afsample_v2_not_4,0.574
45,afsample_v2_r21_not_0,0.56
46,afsample_v2_r21_not_1,0.591
47,afsample_v2_r21_not_2,0.557
48,afsample_v2_r21_not_3,0.571
49,afsample_v2_r21_not_4,0.588
50,deepmsa2_0_0,0.56
51,deepmsa2_0_1,0.558
52,deepmsa2_0_2,0.553
53,deepmsa2_0_3,0.556
54,deepmsa2_0_4,0.557
55,deepmsa2_1_0,0.616
56,deepmsa2_1_1,0.619
57,deepmsa2_1_2,0.618
58,deepmsa2_1_3,0.637
59,deepmsa2_1_4,0.552
60,deepmsa2_2_0,0.612
61,deepmsa2_2_1,0.633
62,deepmsa2_2_2,0.545
63,deepmsa2_2_3,0.56
64,deepmsa2_2_4,0.557
65,deepmsa2_3_0,0.642
66,deepmsa2_3_1,0.617
67,deepmsa2_3_2,0.614
