,model,tmscore
0,af3_jian_0,0.909
1,af3_jian_1,0.908
2,af3_jian_2,0.911
3,af3_jian_3,0.907
4,af3_jian_4,0.912
5,af3_jian_5,0.911
6,af3_jian_6,0.912
7,af3_jian_7,0.91
8,af3_jian_8,0.912
9,af3_jian_9,0.911
10,af3_pawan_0,0.907
11,af3_pawan_1,0.91
12,af3_pawan_2,0.912
13,af3_pawan_3,0.909
14,af3_pawan_4,0.909
15,af3_pawan_5,0.91
16,af3_pawan_6,0.908
17,af3_pawan_7,0.908
18,af3_pawan_8,0.911
19,af3_pawan_9,0.908
20,afsample_v1_0,0.897
21,afsample_v1_1,0.898
22,afsample_v1_2,0.898
23,afsample_v1_3,0.897
24,afsample_v1_4,0.897
25,afsample_v1_not_0,0.875
26,afsample_v1_not_1,0.897
27,afsample_v1_not_2,0.9
28,afsample_v1_not_3,0.895
29,afsample_v1_not_4,0.894
30,afsample_v1_r21_not_0,0.896
31,afsample_v1_r21_not_1,0.896
32,afsample_v1_r21_not_2,0.896
33,afsample_v1_r21_not_3,0.897
34,afsample_v1_r21_not_4,0.894
35,afsample_v2_0,0.887
36,afsample_v2_1,0.886
37,afsample_v2_2,0.885
38,afsample_v2_3,0.885
39,afsample_v2_4,0.886
40,afsample_v2_not_0,0.884
41,afsample_v2_not_1,0.884
42,afsample_v2_not_2,0.888
43,afsample_v2_not_3,0.888
44,afsample_v2_not_4,0.89
45,afsample_v2_r21_not_0,0.885
46,afsample_v2_r21_not_1,0.884
47,afsample_v2_r21_not_2,0.885
48,afsample_v2_r21_not_3,0.886
49,afsample_v2_r21_not_4,0.886
50,colabfold_casp16_web_0,0.825
51,colabfold_casp16_web_1,0.824
52,colabfold_casp16_web_2,0.823
53,colabfold_casp16_web_3,0.823
54,colabfold_casp16_web_4,0.82
55,colabfold_casp16_web_not_0,0.6
56,colabfold_casp16_web_not_1,0.587
57,colabfold_casp16_web_not_2,0.605
58,colabfold_casp16_web_not_3,0.601
59,colabfold_casp16_web_not_4,0.601
60,def_mul_comp_0,0.909
61,def_mul_comp_1,0.903
62,def_mul_comp_2,0.902
63,def_mul_comp_3,0.902
64,def_mul_comp_4,0.902
65,def_mul_drop_nos_0,0.899
66,def_mul_drop_nos_1,0.898
67,def_mul_drop_nos_2,0.899
68,def_mul_drop_nos_3,0.899
69,def_mul_drop_nos_4,0.898
70,def_mul_drop_s_0,0.907
71,def_mul_drop_s_1,0.898
72,def_mul_drop_s_2,0.9
73,def_mul_drop_s_3,0.9
74,def_mul_drop_s_4,0.9
75,def_mul_esm_msa_0,0.899
76,def_mul_esm_msa_1,0.901
77,def_mul_esm_msa_2,0.9
78,def_mul_esm_msa_3,0.899
79,def_mul_esm_msa_4,0.9
80,def_mul_nopair_0,0.9
81,def_mul_nopair_1,0.899
82,def_mul_nopair_2,0.899
83,def_mul_nopair_3,0.899
84,def_mul_nopair_4,0.899
85,def_mul_not_drop_nos_0,0.902
86,def_mul_not_drop_nos_1,0.902
87,def_mul_not_drop_nos_2,0.9
88,def_mul_not_drop_nos_3,0.902
89,def_mul_not_drop_nos_4,0.896
90,def_mul_not_drop_s_0,0.903
91,def_mul_not_drop_s_1,0.902
92,def_mul_not_drop_s_2,0.901
93,def_mul_not_drop_s_3,0.894
94,def_mul_not_drop_s_4,0.901
95,def_mul_notemp_0,0.891
96,def_mul_notemp_1,0.895
97,def_mul_notemp_2,0.896
98,def_mul_notemp_3,0.896
99,def_mul_notemp_4,0.895
100,def_mul_pdb_0,0.908
101,def_mul_pdb_1,0.903
102,def_mul_pdb_2,0.904
103,def_mul_pdb_3,0.902
104,def_mul_pdb_4,0.903
105,def_mul_pdb70_0,0.904
106,def_mul_pdb70_1,0.899
107,def_mul_pdb70_2,0.9
108,def_mul_pdb70_3,0.897
109,def_mul_pdb70_4,0.9
110,def_mul_struct_0,0.901
111,def_mul_struct_1,0.902
112,def_mul_struct_2,0.902
113,def_mul_struct_3,0.902
114,def_mul_struct_4,0.902
115,default_multimer_0,0.899
116,default_multimer_1,0.9
117,default_multimer_2,0.9
118,default_multimer_3,0.899
119,default_multimer_4,0.899
120,folds_iter_1_0,0.904
121,folds_iter_1_1,0.904
122,folds_iter_1_2,0.904
123,folds_iter_1_3,0.904
124,folds_iter_1_4,0.903
125,folds_iter_2_0,0.902
126,folds_iter_2_1,0.902
127,folds_iter_2_2,0.903
128,folds_iter_2_3,0.903
129,folds_iter_2_4,0.902
130,folds_iter_esm_1_0,0.9
131,folds_iter_esm_1_1,0.9
132,folds_iter_esm_1_2,0.899
133,folds_iter_esm_1_3,0.901
134,folds_iter_esm_1_4,0.901
135,folds_iter_esm_2_0,0.9
136,folds_iter_esm_2_1,0.9
137,folds_iter_esm_2_2,0.9
138,folds_iter_esm_2_3,0.901
139,folds_iter_esm_2_4,0.9
140,folds_iter_esm_nop_1_0,0.906
141,folds_iter_esm_nop_1_1,0.9
142,folds_iter_esm_nop_1_2,0.9
143,folds_iter_esm_nop_1_3,0.9
144,folds_iter_esm_nop_1_4,0.901
145,folds_iter_esm_nop_2_0,0.899
146,folds_iter_esm_nop_2_1,0.9
147,folds_iter_esm_nop_2_2,0.9
148,folds_iter_esm_nop_2_3,0.901
149,folds_iter_esm_nop_2_4,0.907
150,folds_iter_esm_not_1_0,0.904
151,folds_iter_esm_not_1_1,0.9
152,folds_iter_esm_not_1_2,0.903
153,folds_iter_esm_not_1_3,0.903
154,folds_iter_esm_not_1_4,0.896
155,folds_iter_esm_not_2_0,0.903
156,folds_iter_esm_not_2_1,0.894
157,folds_iter_esm_not_2_2,0.897
158,folds_iter_esm_not_2_3,0.897
159,folds_iter_esm_not_2_4,0.893
160,folds_iter_esm_notp_1_0,0.903
161,folds_iter_esm_notp_1_1,0.904
162,folds_iter_esm_notp_1_2,0.902
163,folds_iter_esm_notp_1_3,0.896
164,folds_iter_esm_notp_1_4,0.894
165,folds_iter_esm_notp_2_0,0.903
166,folds_iter_esm_notp_2_1,0.89
167,folds_iter_esm_notp_2_2,0.895
168,folds_iter_esm_notp_2_3,0.901
169,folds_iter_esm_notp_2_4,0.897
170,folds_iter_nop_1_0,0.903
171,folds_iter_nop_1_1,0.904
172,folds_iter_nop_1_2,0.904
173,folds_iter_nop_1_3,0.901
174,folds_iter_nop_1_4,0.904
175,folds_iter_nop_2_0,0.902
176,folds_iter_nop_2_1,0.902
177,folds_iter_nop_2_2,0.902
178,folds_iter_nop_2_3,0.902
179,folds_iter_nop_2_4,0.901
180,folds_iter_not_1_0,0.904
181,folds_iter_not_1_1,0.898
182,folds_iter_not_1_2,0.897
183,folds_iter_not_1_3,0.887
184,folds_iter_not_1_4,0.894
185,folds_iter_not_2_0,0.9
186,folds_iter_not_2_1,0.903
187,folds_iter_not_2_2,0.896
188,folds_iter_not_2_3,0.893
189,folds_iter_not_2_4,0.894
190,folds_iter_notp_1_0,0.903
191,folds_iter_notp_1_1,0.891
192,folds_iter_notp_1_2,0.904
193,folds_iter_notp_1_3,0.903
194,folds_iter_notp_1_4,0.896
195,folds_iter_notp_2_0,0.903
196,folds_iter_notp_2_1,0.9
197,folds_iter_notp_2_2,0.893
198,folds_iter_notp_2_3,0.896
199,folds_iter_notp_2_4,0.894
200,pdb_inter_prot_sto_0,0.9
201,pdb_inter_prot_sto_1,0.898
202,pdb_inter_prot_sto_2,0.899
203,pdb_inter_prot_sto_3,0.899
204,pdb_inter_prot_sto_4,0.899
205,pdb_inter_ref_sto_0,0.899
206,pdb_inter_ref_sto_1,0.899
207,pdb_inter_ref_sto_2,0.899
208,pdb_inter_ref_sto_3,0.9
209,pdb_inter_ref_sto_4,0.9
210,spec_comp_0,0.903
211,spec_comp_1,0.903
212,spec_comp_2,0.903
213,spec_comp_3,0.902
214,spec_comp_4,0.904
215,spec_inter_prot_sto_0,0.907
216,spec_inter_prot_sto_1,0.908
217,spec_inter_prot_sto_2,0.9
218,spec_inter_prot_sto_3,0.9
219,spec_inter_prot_sto_4,0.899
220,spec_inter_ref_a3m_0,0.907
221,spec_inter_ref_a3m_1,0.907
222,spec_inter_ref_a3m_2,0.909
223,spec_inter_ref_a3m_3,0.907
224,spec_inter_ref_a3m_4,0.905
225,spec_inter_ref_sto_0,0.899
226,spec_inter_ref_sto_1,0.9
227,spec_inter_ref_sto_2,0.9
228,spec_inter_ref_sto_3,0.9
229,spec_inter_ref_sto_4,0.9
230,spec_pdb_0,0.902
231,spec_pdb_1,0.904
232,spec_pdb_2,0.904
233,spec_pdb_3,0.904
234,spec_pdb_4,0.903
235,spec_pdb70_0,0.904
236,spec_pdb70_1,0.895
237,spec_pdb70_2,0.897
238,spec_pdb70_3,0.901
239,spec_pdb70_4,0.897
240,spec_struct_0,0.911
241,spec_struct_1,0.912
242,spec_struct_2,0.902
243,spec_struct_3,0.902
244,spec_struct_4,0.902
245,str_comp_0,0.901
246,str_comp_1,0.902
247,str_comp_2,0.9
248,str_comp_3,0.902
249,str_comp_4,0.902
250,str_inter_prot_sto_0,0.9
251,str_inter_prot_sto_1,0.899
252,str_inter_prot_sto_2,0.899
253,str_inter_prot_sto_3,0.9
254,str_inter_prot_sto_4,0.901
255,str_inter_ref_a3m_0,0.9
256,str_inter_ref_a3m_1,0.899
257,str_inter_ref_a3m_2,0.9
258,str_inter_ref_a3m_3,0.9
259,str_inter_ref_a3m_4,0.899
260,str_inter_ref_sto_0,0.9
261,str_inter_ref_sto_1,0.9
262,str_inter_ref_sto_2,0.9
263,str_inter_ref_sto_3,0.899
264,str_inter_ref_sto_4,0.9
265,str_pdb_0,0.903
266,str_pdb_1,0.902
267,str_pdb_2,0.903
268,str_pdb_3,0.903
269,str_pdb_4,0.903
270,str_pdb70_0,0.901
271,str_pdb70_1,0.901
272,str_pdb70_2,0.902
273,str_pdb70_3,0.902
274,str_pdb70_4,0.898
275,str_struct_0,0.901
276,str_struct_1,0.902
277,str_struct_2,0.902
278,str_struct_3,0.901
279,str_struct_4,0.901
280,uniclust_ox_a3m_0,0.899
281,uniclust_ox_a3m_1,0.9
282,uniclust_ox_a3m_2,0.9
283,uniclust_ox_a3m_3,0.899
284,uniclust_ox_a3m_4,0.899
285,unidist_prot_sto_0,0.899
286,unidist_prot_sto_1,0.9
287,unidist_prot_sto_2,0.899
288,unidist_prot_sto_3,0.9
289,unidist_prot_sto_4,0.899
290,unidist_ref_a3m_0,0.9
291,unidist_ref_a3m_1,0.9
292,unidist_ref_a3m_2,0.9
293,unidist_ref_a3m_3,0.9
294,unidist_ref_a3m_4,0.9
295,unidist_ref_sto_0,0.899
296,unidist_ref_sto_1,0.899
297,unidist_ref_sto_2,0.899
298,unidist_ref_sto_3,0.9
299,unidist_ref_sto_4,0.899
