,model,tmscore
0,af3_jian_0,0.605
1,af3_jian_1,0.602
2,af3_jian_2,0.591
3,af3_jian_3,0.564
4,af3_jian_4,0.6
5,af3_jian_5,0.598
6,af3_jian_6,0.633
7,af3_jian_7,0.584
8,af3_jian_8,0.597
9,af3_jian_9,0.562
10,af3_pawan_0,0.564
11,af3_pawan_1,0.609
12,af3_pawan_2,0.603
13,af3_pawan_3,0.585
14,af3_pawan_4,0.563
15,af3_pawan_5,0.573
16,af3_pawan_6,0.588
17,af3_pawan_7,0.612
18,af3_pawan_8,0.615
19,af3_pawan_9,0.562
20,afsample_v1_0,0.482
21,afsample_v1_1,0.407
22,afsample_v1_2,0.411
23,afsample_v1_3,0.375
24,afsample_v1_4,0.413
25,afsample_v1_not_0,0.491
26,afsample_v1_not_1,0.426
27,afsample_v1_not_2,0.43
28,afsample_v1_not_3,0.408
29,afsample_v1_not_4,0.44
30,afsample_v1_r21_not_0,0.511
31,afsample_v1_r21_not_1,0.508
32,afsample_v1_r21_not_2,0.51
33,afsample_v1_r21_not_3,0.498
34,afsample_v1_r21_not_4,0.511
35,afsample_v2_0,0.718
36,afsample_v2_1,0.719
37,afsample_v2_2,0.698
38,afsample_v2_3,0.717
39,afsample_v2_4,0.72
40,afsample_v2_not_0,0.718
41,afsample_v2_not_1,0.721
42,afsample_v2_not_2,0.721
43,afsample_v2_not_3,0.714
44,afsample_v2_not_4,0.718
45,afsample_v2_r21_not_0,0.705
46,afsample_v2_r21_not_1,0.705
47,afsample_v2_r21_not_2,0.705
48,afsample_v2_r21_not_3,0.705
49,afsample_v2_r21_not_4,0.704
50,deepmsa2_0_0,0.562
51,deepmsa2_0_1,0.56
52,deepmsa2_0_2,0.56
53,deepmsa2_0_3,0.71
54,deepmsa2_0_4,0.567
55,deepmsa2_1_0,0.56
56,deepmsa2_1_1,0.708
57,deepmsa2_1_2,0.715
58,deepmsa2_1_3,0.71
59,deepmsa2_1_4,0.567
60,deepmsa2_10_0,0.702
61,deepmsa2_10_1,0.699
62,deepmsa2_10_2,0.699
63,deepmsa2_10_3,0.703
64,deepmsa2_10_4,0.703
65,deepmsa2_11_0,0.699
66,deepmsa2_11_1,0.714
67,deepmsa2_11_2,0.7
68,deepmsa2_11_3,0.701
69,deepmsa2_11_4,0.705
70,deepmsa2_12_0,0.698
71,deepmsa2_12_1,0.696
72,deepmsa2_12_2,0.706
73,deepmsa2_12_3,0.705
74,deepmsa2_12_4,0.699
75,deepmsa2_13_0,0.713
76,deepmsa2_13_1,0.717
77,deepmsa2_13_2,0.717
78,deepmsa2_13_3,0.713
79,deepmsa2_13_4,0.712
80,deepmsa2_14_0,0.714
81,deepmsa2_14_1,0.712
82,deepmsa2_14_2,0.714
83,deepmsa2_14_3,0.711
84,deepmsa2_14_4,0.712
85,deepmsa2_2_0,0.708
86,deepmsa2_2_1,0.71
87,deepmsa2_2_2,0.711
88,deepmsa2_2_3,0.71
89,deepmsa2_2_4,0.715
90,deepmsa2_3_0,0.709
91,deepmsa2_3_1,0.71
92,deepmsa2_3_2,0.709
93,deepmsa2_3_3,0.711
94,deepmsa2_3_4,0.711
95,deepmsa2_4_0,0.71
96,deepmsa2_4_1,0.711
97,deepmsa2_4_2,0.71
98,deepmsa2_4_3,0.709
99,deepmsa2_4_4,0.709
100,deepmsa2_5_0,0.709
101,deepmsa2_5_1,0.711
102,deepmsa2_5_2,0.709
103,deepmsa2_5_3,0.708
104,deepmsa2_5_4,0.71
105,deepmsa2_6_0,0.71
106,deepmsa2_6_1,0.709
107,deepmsa2_6_2,0.709
108,deepmsa2_6_3,0.71
109,deepmsa2_6_4,0.708
110,deepmsa2_7_0,0.708
111,deepmsa2_7_1,0.71
112,deepmsa2_7_2,0.71
113,deepmsa2_7_3,0.71
114,deepmsa2_7_4,0.707
115,deepmsa2_8_0,0.709
116,deepmsa2_8_1,0.708
117,deepmsa2_8_2,0.71
118,deepmsa2_8_3,0.711
119,deepmsa2_8_4,0.709
120,deepmsa2_9_0,0.699
121,deepmsa2_9_1,0.704
122,deepmsa2_9_2,0.698
123,deepmsa2_9_3,0.699
124,deepmsa2_9_4,0.719
125,def_mul_comp_0,0.664
126,def_mul_comp_1,0.682
127,def_mul_comp_2,0.683
128,def_mul_comp_3,0.663
129,def_mul_comp_4,0.691
130,def_mul_drop_nos_0,0.695
131,def_mul_drop_nos_1,0.694
132,def_mul_drop_nos_2,0.703
133,def_mul_drop_nos_3,0.701
134,def_mul_drop_nos_4,0.689
135,def_mul_drop_s_0,0.691
136,def_mul_drop_s_1,0.692
137,def_mul_drop_s_2,0.707
138,def_mul_drop_s_3,0.695
139,def_mul_drop_s_4,0.708
140,def_mul_esm_msa_0,0.713
141,def_mul_esm_msa_1,0.711
142,def_mul_esm_msa_2,0.714
143,def_mul_esm_msa_3,0.711
144,def_mul_esm_msa_4,0.714
145,def_mul_not_drop_nos_0,0.59
