,model,tmscore
0,af3_jian_0,0.89
1,af3_jian_1,0.891
2,af3_jian_2,0.885
3,af3_jian_3,0.895
4,af3_jian_4,0.888
5,af3_pawan_0,0.896
6,af3_pawan_1,0.894
7,af3_pawan_2,0.892
8,af3_pawan_3,0.885
9,af3_pawan_4,0.892
10,af3_refine_0,0.887
11,af3_refine_1,0.885
12,af3_refine_2,0.885
13,af3_refine_3,0.884
14,af3_refine_4,0.866
15,afsample_v1_0,0.896
16,afsample_v1_1,0.893
17,afsample_v1_2,0.896
18,afsample_v1_3,0.895
19,afsample_v1_4,0.894
20,afsample_v1_not_0,0.895
21,afsample_v1_not_1,0.895
22,afsample_v1_not_2,0.895
23,afsample_v1_not_3,0.895
24,afsample_v1_not_4,0.894
25,afsample_v1_r21_not_0,0.874
26,afsample_v1_r21_not_1,0.893
27,afsample_v1_r21_not_2,0.892
28,afsample_v1_r21_not_3,0.893
29,afsample_v1_r21_not_4,0.892
30,afsample_v2_0,0.88
31,afsample_v2_1,0.874
32,afsample_v2_2,0.876
33,afsample_v2_3,0.881
34,afsample_v2_4,0.88
35,afsample_v2_not_0,0.881
36,afsample_v2_not_1,0.881
37,afsample_v2_not_2,0.862
38,afsample_v2_not_3,0.881
39,afsample_v2_not_4,0.882
40,afsample_v2_r21_not_0,0.877
41,afsample_v2_r21_not_1,0.878
42,afsample_v2_r21_not_2,0.881
43,afsample_v2_r21_not_3,0.877
44,afsample_v2_r21_not_4,0.877
45,colabfold_casp16_web_0,0.892
46,colabfold_casp16_web_1,0.893
47,colabfold_casp16_web_2,0.893
48,colabfold_casp16_web_3,0.892
49,colabfold_casp16_web_4,0.891
50,colabfold_casp16_web_not_0,0.881
51,colabfold_casp16_web_not_1,0.885
52,colabfold_casp16_web_not_2,0.886
53,colabfold_casp16_web_not_3,0.883
54,colabfold_casp16_web_not_4,0.884
55,deepmsa2_0_0,0.886
56,deepmsa2_0_1,0.887
57,deepmsa2_0_2,0.887
58,deepmsa2_0_3,0.887
59,deepmsa2_0_4,0.887
60,deepmsa2_1_0,0.887
61,deepmsa2_1_1,0.882
62,deepmsa2_1_2,0.887
63,deepmsa2_1_3,0.887
64,deepmsa2_1_4,0.887
65,deepmsa2_10_0,0.886
66,deepmsa2_10_1,0.887
67,deepmsa2_10_2,0.886
68,deepmsa2_10_3,0.887
69,deepmsa2_10_4,0.886
70,deepmsa2_11_0,0.886
71,deepmsa2_11_1,0.887
72,deepmsa2_11_2,0.887
73,deepmsa2_11_3,0.885
74,deepmsa2_11_4,0.885
75,deepmsa2_12_0,0.887
76,deepmsa2_12_1,0.889
77,deepmsa2_12_2,0.887
78,deepmsa2_12_3,0.887
79,deepmsa2_12_4,0.886
80,deepmsa2_13_0,0.886
81,deepmsa2_13_1,0.886
82,deepmsa2_13_2,0.887
83,deepmsa2_13_3,0.886
84,deepmsa2_13_4,0.887
85,deepmsa2_14_0,0.886
86,deepmsa2_14_1,0.887
87,deepmsa2_14_2,0.886
88,deepmsa2_14_3,0.887
89,deepmsa2_14_4,0.887
90,deepmsa2_15_0,0.887
91,deepmsa2_15_1,0.887
92,deepmsa2_15_2,0.886
93,deepmsa2_15_3,0.886
94,deepmsa2_15_4,0.886
95,deepmsa2_2_0,0.881
96,deepmsa2_2_1,0.883
97,deepmsa2_2_2,0.877
98,deepmsa2_2_3,0.877
99,deepmsa2_2_4,0.888
100,deepmsa2_3_0,0.878
101,deepmsa2_3_1,0.884
102,deepmsa2_3_2,0.877
103,deepmsa2_3_3,0.882
104,deepmsa2_3_4,0.883
105,deepmsa2_4_0,0.888
106,deepmsa2_4_1,0.885
107,deepmsa2_4_2,0.887
108,deepmsa2_4_3,0.888
109,deepmsa2_4_4,0.885
110,deepmsa2_5_0,0.887
111,deepmsa2_5_1,0.877
112,deepmsa2_5_2,0.881
113,deepmsa2_5_3,0.888
114,deepmsa2_5_4,0.888
115,deepmsa2_6_0,0.887
116,deepmsa2_6_1,0.883
117,deepmsa2_6_2,0.889
118,deepmsa2_6_3,0.886
119,deepmsa2_6_4,0.886
120,deepmsa2_7_0,0.874
121,deepmsa2_7_1,0.884
122,deepmsa2_7_2,0.879
123,deepmsa2_7_3,0.881
124,deepmsa2_7_4,0.878
125,deepmsa2_8_0,0.886
126,deepmsa2_8_1,0.888
127,deepmsa2_8_2,0.885
128,deepmsa2_8_3,0.886
129,deepmsa2_8_4,0.886
130,deepmsa2_9_0,0.886
131,deepmsa2_9_1,0.887
132,deepmsa2_9_2,0.885
133,deepmsa2_9_3,0.885
134,deepmsa2_9_4,0.886
135,def_mul_comp_0,0.883
136,def_mul_comp_1,0.883
137,def_mul_comp_2,0.883
138,def_mul_comp_3,0.884
139,def_mul_comp_4,0.882
140,def_mul_drop_nos_0,0.888
141,def_mul_drop_nos_1,0.888
142,def_mul_drop_nos_2,0.888
143,def_mul_drop_nos_3,0.889
144,def_mul_drop_nos_4,0.889
145,def_mul_drop_s_0,0.889
146,def_mul_drop_s_1,0.889
147,def_mul_drop_s_2,0.89
148,def_mul_drop_s_3,0.889
149,def_mul_drop_s_4,0.886
150,def_mul_esm_msa_0,0.887
151,def_mul_esm_msa_1,0.887
152,def_mul_esm_msa_2,0.889
153,def_mul_esm_msa_3,0.887
154,def_mul_esm_msa_4,0.887
155,def_mul_nopair_0,0.888
156,def_mul_nopair_1,0.889
157,def_mul_nopair_2,0.888
158,def_mul_nopair_3,0.888
159,def_mul_nopair_4,0.886
160,def_mul_not_drop_nos_0,0.888
161,def_mul_not_drop_nos_1,0.883
162,def_mul_not_drop_nos_2,0.886
163,def_mul_not_drop_nos_3,0.885
164,def_mul_not_drop_nos_4,0.883
165,def_mul_not_drop_s_0,0.887
166,def_mul_not_drop_s_1,0.886
167,def_mul_not_drop_s_2,0.883
168,def_mul_not_drop_s_3,0.885
169,def_mul_not_drop_s_4,0.885
170,def_mul_notemp_0,0.878
171,def_mul_notemp_1,0.888
172,def_mul_notemp_2,0.883
173,def_mul_notemp_3,0.886
174,def_mul_notemp_4,0.886
175,def_mul_pdb_0,0.884
176,def_mul_pdb_1,0.884
177,def_mul_pdb_2,0.882
178,def_mul_pdb_3,0.883
179,def_mul_pdb_4,0.884
180,def_mul_pdb70_0,0.885
181,def_mul_pdb70_1,0.885
182,def_mul_pdb70_2,0.886
183,def_mul_pdb70_3,0.886
184,def_mul_pdb70_4,0.886
185,def_mul_refine_0,0.888
186,def_mul_refine_1,0.888
187,def_mul_refine_2,0.889
188,def_mul_refine_3,0.889
189,def_mul_refine_4,0.888
190,def_mul_struct_0,0.885
191,def_mul_struct_1,0.886
192,def_mul_struct_2,0.888
193,def_mul_struct_3,0.885
194,def_mul_struct_4,0.89
195,def_mul_tmsearch_0,0.887
196,def_mul_tmsearch_1,0.888
197,def_mul_tmsearch_2,0.885
198,def_mul_tmsearch_3,0.886
199,def_mul_tmsearch_4,0.886
200,default_multimer_0,0.887
201,default_multimer_1,0.887
202,default_multimer_2,0.887
203,default_multimer_3,0.887
204,default_multimer_4,0.887
205,folds_iter_1_0,0.889
206,folds_iter_1_1,0.889
207,folds_iter_1_2,0.888
208,folds_iter_1_3,0.89
209,folds_iter_1_4,0.887
210,folds_iter_2_0,0.888
211,folds_iter_2_1,0.889
212,folds_iter_2_2,0.888
213,folds_iter_2_3,0.888
214,folds_iter_2_4,0.888
215,folds_iter_esm_1_0,0.89
216,folds_iter_esm_1_1,0.887
217,folds_iter_esm_1_2,0.887
218,folds_iter_esm_1_3,0.889
219,folds_iter_esm_1_4,0.885
220,folds_iter_esm_2_0,0.888
221,folds_iter_esm_2_1,0.889
222,folds_iter_esm_2_2,0.887
223,folds_iter_esm_2_3,0.887
224,folds_iter_esm_2_4,0.887
225,folds_iter_esm_nop_1_0,0.891
226,folds_iter_esm_nop_1_1,0.889
227,folds_iter_esm_nop_1_2,0.888
228,folds_iter_esm_nop_1_3,0.888
229,folds_iter_esm_nop_1_4,0.888
