,model,tmscore
0,afsample_v1_0,0.692
1,afsample_v1_1,0.693
2,afsample_v1_2,0.655
3,afsample_v1_3,0.673
4,afsample_v1_4,0.67
5,afsample_v1_not_0,0.684
6,afsample_v1_not_1,0.687
7,afsample_v1_not_2,0.682
8,afsample_v1_not_3,0.665
9,afsample_v1_not_4,0.659
10,afsample_v1_r21_not_0,0.726
11,afsample_v1_r21_not_1,0.715
12,afsample_v1_r21_not_2,0.697
13,afsample_v1_r21_not_3,0.704
14,afsample_v1_r21_not_4,0.699
15,afsample_v2_0,0.746
16,afsample_v2_1,0.749
17,afsample_v2_2,0.745
18,afsample_v2_3,0.745
19,afsample_v2_4,0.745
20,afsample_v2_not_0,0.744
21,afsample_v2_not_1,0.747
22,afsample_v2_not_2,0.738
23,afsample_v2_not_3,0.747
24,afsample_v2_not_4,0.744
25,afsample_v2_r21_not_0,0.743
26,afsample_v2_r21_not_1,0.745
27,afsample_v2_r21_not_2,0.741
28,afsample_v2_r21_not_3,0.742
29,afsample_v2_r21_not_4,0.743
30,deepmsa2_0_0,0.735
31,deepmsa2_0_1,0.734
32,deepmsa2_0_2,0.734
33,deepmsa2_0_3,0.736
34,deepmsa2_0_4,0.741
35,deepmsa2_1_0,0.758
36,deepmsa2_1_1,0.749
37,deepmsa2_1_2,0.745
38,deepmsa2_1_3,0.739
39,deepmsa2_1_4,0.755
40,deepmsa2_10_0,0.742
41,deepmsa2_10_1,0.744
42,deepmsa2_10_2,0.74
43,deepmsa2_10_3,0.741
44,deepmsa2_10_4,0.734
45,deepmsa2_11_0,0.742
46,deepmsa2_11_1,0.737
47,deepmsa2_11_2,0.748
48,deepmsa2_11_3,0.744
49,deepmsa2_11_4,0.734
50,deepmsa2_12_0,0.751
51,deepmsa2_12_1,0.735
52,deepmsa2_12_2,0.742
53,deepmsa2_12_3,0.74
54,deepmsa2_12_4,0.739
55,deepmsa2_13_0,0.744
56,deepmsa2_13_1,0.743
57,deepmsa2_13_2,0.74
58,deepmsa2_13_3,0.746
59,deepmsa2_13_4,0.744
60,deepmsa2_14_0,0.736
61,deepmsa2_14_1,0.747
62,deepmsa2_14_2,0.737
63,deepmsa2_14_3,0.746
64,deepmsa2_14_4,0.749
65,deepmsa2_2_0,0.738
66,deepmsa2_2_1,0.739
67,deepmsa2_2_2,0.742
68,deepmsa2_2_3,0.746
69,deepmsa2_2_4,0.754
70,deepmsa2_3_0,0.755
71,deepmsa2_3_1,0.741
72,deepmsa2_3_2,0.752
73,deepmsa2_3_3,0.751
74,deepmsa2_3_4,0.745
75,deepmsa2_4_0,0.735
76,deepmsa2_4_1,0.744
77,deepmsa2_4_2,0.752
78,deepmsa2_4_3,0.74
79,deepmsa2_4_4,0.748
80,deepmsa2_5_0,0.754
81,deepmsa2_5_1,0.751
82,deepmsa2_5_2,0.754
83,deepmsa2_5_3,0.739
84,deepmsa2_5_4,0.751
85,deepmsa2_6_0,0.752
86,deepmsa2_6_1,0.74
87,deepmsa2_6_2,0.74
88,deepmsa2_6_3,0.744
89,deepmsa2_6_4,0.738
90,deepmsa2_7_0,0.745
91,deepmsa2_7_1,0.743
92,deepmsa2_7_2,0.746
93,deepmsa2_7_3,0.739
94,deepmsa2_7_4,0.748
95,deepmsa2_8_0,0.752
96,deepmsa2_8_1,0.751
97,deepmsa2_8_2,0.75
98,deepmsa2_8_3,0.749
99,deepmsa2_8_4,0.745
100,deepmsa2_9_0,0.746
101,deepmsa2_9_1,0.752
102,deepmsa2_9_2,0.749
103,deepmsa2_9_3,0.752
104,deepmsa2_9_4,0.741
105,def_mul_comp_0,0.745
106,def_mul_comp_1,0.737
107,def_mul_comp_2,0.737
108,def_mul_comp_3,0.741
109,def_mul_comp_4,0.735
110,def_mul_drop_nos_0,0.739
111,def_mul_drop_nos_1,0.737
112,def_mul_drop_nos_2,0.744
113,def_mul_drop_nos_3,0.74
114,def_mul_drop_nos_4,0.73
115,def_mul_drop_s_0,0.739
116,def_mul_drop_s_1,0.739
117,def_mul_drop_s_2,0.743
118,def_mul_drop_s_3,0.745
119,def_mul_drop_s_4,0.741
120,def_mul_esm_msa_0,0.741
121,def_mul_esm_msa_1,0.74
122,def_mul_esm_msa_2,0.741
123,def_mul_esm_msa_3,0.741
124,def_mul_esm_msa_4,0.744
125,def_mul_not_drop_nos_0,0.438
126,def_mul_not_drop_nos_1,0.49
127,def_mul_not_drop_nos_2,0.42
128,def_mul_not_drop_nos_3,0.435
129,def_mul_not_drop_nos_4,0.428
130,def_mul_not_drop_s_0,0.543
131,def_mul_not_drop_s_1,0.429
132,def_mul_not_drop_s_2,0.429
133,def_mul_not_drop_s_3,0.433
134,def_mul_not_drop_s_4,0.43
135,def_mul_notemp_0,0.44
136,def_mul_notemp_1,0.487
137,def_mul_notemp_2,0.427
138,def_mul_notemp_3,0.433
139,def_mul_notemp_4,0.437
140,def_mul_pdb_0,0.738
141,def_mul_pdb_1,0.733
